v0,v1,v2,v3
-3.437387904914074310e-01,3.433245955044813003e-01,-2.936938135519463478e-01,4.409001533192352107e-01
-3.588312342912156616e-01,4.209520591307596149e-01,-5.211848662971080293e-01,4.008597602453115027e-01
-6.236657848657696235e-01,6.181352580151637799e-01,-5.960217406403889306e-01,5.661565903002702127e-01
-6.820029085971448524e-01,6.703269266657910785e-01,-7.015563086601820375e-01,6.387134718226127328e-01
-6.463721677964845425e-01,7.876149742990958824e-01,-8.232930451933890836e-01,7.638913399105760060e-01
-7.906487160835640182e-01,8.297149626608792961e-01,-7.749204521301715776e-01,8.210126052189146151e-01
-8.523028570343964549e-01,8.986010815074610969e-01,-8.199061605039081879e-01,8.754250278956421383e-01
-9.607165612697878831e-01,8.958662968238957358e-01,-8.950140823325634098e-01,8.882254753475486986e-01
-1.053345575968834602e+00,1.004344188754659140e+00,-9.588133016541882103e-01,9.674625547166963990e-01
-9.843356368869169426e-01,1.081943787813405278e+00,-9.953104433137768270e-01,9.592943161253295603e-01
-9.945492956089225789e-01,9.845156222241229216e-01,-9.880309849737671790e-01,9.899801710449284142e-01
-1.054076476810282603e+00,9.630701477123465581e-01,-1.029286669952607980e+00,9.868331852309425445e-01
-1.005103150515080257e+00,9.630499823165344919e-01,-9.262495374034684925e-01,1.000956593408623529e+00
-9.386184266717761959e-01,9.109522285053586188e-01,-8.827416264834955228e-01,9.032003761074536285e-01
-9.326936068062490204e-01,8.503820607205331283e-01,-8.388288489530147940e-01,8.665850154813415918e-01
-8.278973642862679228e-01,8.298935480920653918e-01,-8.495312767795967224e-01,8.738822109822121931e-01
-7.437365967976283798e-01,7.339648715185965733e-01,-7.445905310737609417e-01,7.348943883901165597e-01
-6.613433463880213914e-01,7.350663379329285263e-01,-6.714116991897634001e-01,6.473244472156869378e-01
-5.933793296468716782e-01,5.680748288789121414e-01,-4.786360073327891040e-01,6.085782541015389846e-01
-4.350357684544772785e-01,4.809187709253398002e-01,-4.557383619476403358e-01,4.756494812891823298e-01
-3.100465393284195237e-01,4.022059804425260343e-01,-4.487084317390557797e-01,3.564670182365827777e-01
-2.232732490592296004e-01,2.242778716623306523e-01,-2.193903817460041150e-01,2.476254385459326912e-01
-1.614481916248389770e-01,1.923735072597705376e-01,-2.642336780177431677e-02,5.588566496168607955e-02
3.658261418927268721e-02,-3.163471062600626410e-02,3.425878581112898336e-02,2.041018244952916283e-02
9.546467933197053113e-02,-1.609530653496293873e-01,1.645106657576337061e-01,-5.684678189514293101e-02
2.832736952019566101e-01,-2.576290152300699243e-01,2.411187276300024995e-01,-2.128198420671432167e-01
3.010155161986632910e-01,-3.603407566408923235e-01,2.560354127332763463e-01,-4.349137400838007927e-01
5.104465322002069705e-01,-5.347890820487205543e-01,3.742102843411211355e-01,-4.529601571607512756e-01
5.670615740003814853e-01,-5.698194859375977916e-01,5.057673579943612330e-01,-6.157009926524361632e-01
6.006852137240744627e-01,-7.464969877627662953e-01,6.567810563888087927e-01,-6.767896395089088024e-01
7.328157745727583716e-01,-6.789038281438257716e-01,7.640106729956663845e-01,-7.443152621665488633e-01
8.256889798322329943e-01,-8.270337134640405319e-01,8.574545735006319225e-01,-8.848353920296345709e-01
8.990955926114325703e-01,-9.175539118880086109e-01,8.684331235149737038e-01,-8.208507536448095276e-01
8.859068364383658745e-01,-9.804331485995934070e-01,9.828627056059691114e-01,-9.405993256172641148e-01
9.155731650677924049e-01,-9.901633411364618720e-01,9.569543795070708514e-01,-9.334214979290235137e-01
1.002688100740407817e+00,-1.003862847519575219e+00,9.574843983307018691e-01,-9.630348811660115471e-01
9.766625191560098784e-01,-1.052225548280568024e+00,1.042582085772244982e+00,-9.348321664345411453e-01
1.004484154684565311e+00,-1.038698628789195721e+00,9.469866249428453564e-01,-9.351204553840481992e-01
1.008917793549970909e+00,-9.803005676791287648e-01,8.344875708849969209e-01,-1.046599826940294520e+00
8.525768743678675543e-01,-9.610554300751970036e-01,8.820184047380199566e-01,-9.347756975371900312e-01
8.981754314790910687e-01,-8.384953704692942322e-01,8.901640029283550692e-01,-9.940763014853313262e-01
8.842162142704437233e-01,-7.660903471813809151e-01,6.689749779411742203e-01,-8.471727149760676090e-01
7.336344059525775618e-01,-7.477096879911067084e-01,7.306538458621724130e-01,-7.145896138664098451e-01
6.225819290789171845e-01,-6.394426796380692224e-01,6.465181403026450946e-01,-6.192078256007658155e-01
6.056769380901364519e-01,-6.348241654124128219e-01,4.967419482826928578e-01,-5.053734488204341124e-01
4.773954978541755656e-01,-4.328522865721377566e-01,3.905979988138781334e-01,-4.853120545262530894e-01
3.993990405814140665e-01,-3.561340605181992358e-01,3.314817896375722994e-01,-3.403066829866426835e-01
2.220548787849947747e-01,-2.150822484900168918e-01,2.119606558058181600e-01,-2.361319827459609777e-01
4.644576656921230173e-02,-4.051887367563988818e-02,1.835326057249047071e-01,-5.885233966652515109e-02
-5.500538235562181869e-03,-1.140428878172185800e-01,1.874315225664033996e-02,7.776499953435775381e-02
-1.428280879058855257e-01,1.335840892079953324e-01,-1.995794525306028855e-01,1.009600153213454365e-01
-2.005494731851793500e-01,1.843597111291649104e-01,-2.820482377793951945e-01,4.268974126508759959e-01
-3.449232446236776828e-01,3.842147216127598242e-01,-3.193478106864337529e-01,3.528028503335661203e-01
-5.462656336655229428e-01,3.990575001723445370e-01,-3.699243335958726786e-01,4.447787503790522345e-01
-6.278229007363160807e-01,5.432947683809564721e-01,-5.487397720439448623e-01,5.964567485685170478e-01
-6.189332064114323462e-01,6.732593460288137655e-01,-6.475870310078207792e-01,6.994822774936868548e-01
-7.145224973002083368e-01,7.791862174928692042e-01,-6.554731249625003198e-01,7.742914609092084177e-01
-8.549960341890801008e-01,8.267235703604842723e-01,-8.241174380946064693e-01,7.890000342181127113e-01
-8.855084654815730261e-01,8.458144787038184287e-01,-9.009110735699457084e-01,9.576460742290793249e-01
-9.127375649966046334e-01,9.073396317996434979e-01,-1.005678681799997420e+00,9.363074358801546371e-01
-9.475216006336882879e-01,1.015166961988521077e+00,-9.965926215374375507e-01,1.046465325760155274e+00
-9.488967642923364920e-01,9.924338933137270002e-01,-8.837732369681463584e-01,1.061036967173760281e+00
-9.871757186389219507e-01,9.158092801579471587e-01,-1.071087069624435895e+00,9.350572385333070224e-01
-9.974502910464789762e-01,1.034892009511538591e+00,-9.921492887573916120e-01,9.424932177515118470e-01
-9.838842206654446754e-01,9.917542414117260785e-01,-1.041358188823668041e+00,9.197301605355312493e-01
-8.822291026587524287e-01,9.786870199480123267e-01,-9.285924552828270784e-01,9.463701207149820549e-01
-9.979987394071371254e-01,8.686246523343761350e-01,-8.410736654806041379e-01,8.870617317782502065e-01
-8.299166321482229769e-01,8.643916918149866513e-01,-8.351663318843155492e-01,8.353626278703556451e-01
-7.468607429718981949e-01,6.954575021710174276e-01,-7.119933846561263824e-01,7.068752077019596625e-01
-7.343901062843051220e-01,6.916226487840687609e-01,-6.270804669653537999e-01,6.834800265365660321e-01
-5.514240660742529831e-01,5.435457312497524729e-01,-5.457135059258096943e-01,6.373199772195683455e-01
-4.972872226659383332e-01,4.984407572897759375e-01,-3.789107720729709694e-01,3.970434363114816456e-01
-3.114826472267488433e-01,4.048870928633556687e-01,-3.156630093426334160e-01,3.439151248601578503e-01
-2.455952684892752647e-01,2.025161566871324370e-01,-2.545636425942747194e-01,2.508659520127218823e-01
-8.707901821585212199e-02,1.179752062803875873e-01,-1.545778576799304860e-01,1.131841513263069782e-01
6.094218025856244780e-02,1.947731322798664389e-03,-4.226531737521617427e-02,-1.070637223794603660e-02
1.396831593909974023e-01,-6.105343936329245269e-02,1.443300521370743938e-01,-3.292348102806022525e-02
1.955296071164156491e-01,-2.037877597190688450e-01,2.231295735750495057e-01,-1.759622890483177327e-01
2.788889554573033558e-01,-4.155687642430582196e-01,4.910632389927500618e-01,-3.129351398762276748e-01
5.523923779195863970e-01,-4.418427590083398582e-01,5.568455523246755856e-01,-5.035831502133406579e-01
5.625001370717785942e-01,-5.308102862621976170e-01,5.573385467558383821e-01,-4.567844107325619296e-01
6.286944108590788449e-01,-5.569323634444077742e-01,6.466660955326455351e-01,-6.458275251046756704e-01
7.557236025741417285e-01,-8.324682030088100815e-01,8.330195758369216552e-01,-7.781595453131335827e-01
8.134132993695232239e-01,-8.498014808903552320e-01,7.288158768284063171e-01,-8.406027299670975061e-01
9.280631388638441726e-01,-8.187874662488430211e-01,8.628784726879543676e-01,-9.106724566110948604e-01
9.367126518072695918e-01,-1.002769757615749269e+00,9.825540902351832528e-01,-8.296894104873480114e-01
9.716292966069730586e-01,-1.030914846622288383e+00,9.253369388801039319e-01,-9.613824686422149934e-01
9.569798880464057689e-01,-9.668547643290390514e-01,9.688673754433796415e-01,-9.902428899509166937e-01
1.023478404937374631e+00,-9.490795669560608827e-01,9.824429416952655814e-01,-1.108330607965912318e+00
9.410155379803049058e-01,-1.026142898466831710e+00,1.025749298923382291e+00,-9.565183614841908932e-01
1.004236289414250916e+00,-9.439354588114493572e-01,9.778181616672089183e-01,-1.024516615280312015e+00
1.011213118334922223e+00,-9.291684792139182081e-01,9.551206131998223325e-01,-9.921640743727354605e-01
8.092217237482519643e-01,-8.095185739522728907e-01,9.152202119123765689e-01,-8.554781407550091643e-01
6.996724043260903469e-01,-8.230597878790930633e-01,8.244807773025129016e-01,-8.668042917529796831e-01
7.793546859288172923e-01,-6.989983825726979738e-01,8.040390580835348189e-01,-7.073690006458052126e-01
7.905175490149521922e-01,-7.082785512065091771e-01,6.266747146855140560e-01,-6.076780038433711173e-01
5.180185042875622425e-01,-5.773086892042580409e-01,4.962586719498250365e-01,-6.581844927557007896e-01
4.021883841036693052e-01,-4.695583947318596740e-01,3.758795818031465119e-01,-4.721786737871835893e-01
3.840533337315599760e-01,-2.976494896682750357e-01,2.735543980944133979e-01,-4.339457854880942045e-01
1.972795847846436357e-01,-2.103350123115361736e-01,2.117898778101802992e-01,-2.430623634282968737e-01
9.523540605848805629e-02,-1.581243368200033472e-01,1.720390249181408537e-01,-7.557678133001358156e-02
-1.740587333418828347e-02,3.409838818399615890e-02,8.708337868599440659e-03,-6.884136829526182888e-02
-9.393657594073373529e-02,1.590682440767043904e-01,-1.504640107320918130e-01,2.099946707922691336e-01
-2.595807823572137685e-01,2.337333781715854875e-01,-2.928084439383409343e-01,2.230836073435896738e-01
-3.407107450385271630e-01,3.417217712909447203e-01,-3.810491696090643754e-01,2.947264970405530371e-01
-4.735498349884479374e-01,4.550330097726413836e-01,-4.849064913135910371e-01,4.577573044447265094e-01
-6.102983019137346865e-01,4.833151264317103180e-01,-5.963197162761135761e-01,6.069034831173996114e-01
-6.791139711279560176e-01,6.725598086470258030e-01,-7.347498742779318137e-01,5.934759934393968317e-01
-7.960307314294975400e-01,7.602396446324656276e-01,-7.723011392272151054e-01,7.477974501136869234e-01
-8.226581166001681877e-01,7.797074397057061068e-01,-7.721270592247017062e-01,7.534932410800165847e-01
-9.416493370314916733e-01,9.225783381469632172e-01,-9.941864727329834395e-01,9.448333342294348292e-01
-9.896609611501760995e-01,8.663678958942326869e-01,-9.470466763076327288e-01,9.419098873270461691e-01
-8.980937266607889047e-01,9.433511763564038644e-01,-1.077009235167677881e+00,9.488075747103817958e-01
-9.953680851133210883e-01,9.689479206484763463e-01,-9.835564935691588628e-01,1.043583197817107733e+00
-1.002695101273602063e+00,1.099375491599446031e+00,-1.037374469545415234e+00,9.346694370201085178e-01
-9.671320531021732059e-01,9.127496709351601289e-01,-1.096993257502687502e+00,9.721245344177668057e-01
-9.919846675534955693e-01,9.990733301863651272e-01,-9.659067079293808256e-01,1.062317745776457212e+00
-9.464430110593234913e-01,9.821224065648637147e-01,-8.441459750077960900e-01,9.278629236622122356e-01
-8.641985888866150489e-01,9.043423038552038662e-01,-8.800114489856023514e-01,9.523340721960811273e-01
-8.088630737814362925e-01,8.820742631113258625e-01,-7.648942917045389311e-01,8.317706634097297158e-01
-8.064755845177240534e-01,6.983738638147813926e-01,-7.520859682795479895e-01,7.125295000868658857e-01
-6.214555284073128849e-01,5.491097281251865470e-01,-7.710021996489007101e-01,6.498115896850921169e-01
-5.975864938956076955e-01,6.064056411796687751e-01,-5.435405721999551076e-01,5.709114488094751971e-01
-5.175271195594797202e-01,4.049317638102158945e-01,-4.856371373843810790e-01,4.432224862616251926e-01
-3.996286405424890331e-01,3.382848932152396904e-01,-4.277091334261804434e-01,3.123698005545244571e-01
-2.588429315053235591e-01,1.803733644163185157e-01,-2.000738305914014914e-01,1.991960803826998971e-01
-3.917166752417163000e-02,1.731537731028015559e-01,-1.061938019826336732e-01,4.531328341714019325e-02
-5.877679524603976469e-02,4.325751174337180011e-02,-2.627048203590950926e-02,4.455163496943416804e-03
1.285404748820370424e-01,-1.565398633506697168e-01,1.639401515254247932e-01,-1.019326380100779722e-01
1.324244463830305529e-01,-1.941410720570764248e-01,1.957120658979077943e-01,-2.029506691851231670e-01
3.545265403852752017e-01,-3.485410240765492440e-01,3.867765039795398874e-01,-4.459841993290817319e-01
5.097014929175694986e-01,-4.716926135717564583e-01,4.177001485816040915e-01,-4.255297859672981797e-01
5.562315806280816455e-01,-5.651939136290360377e-01,5.947624848164583256e-01,-5.700200503690796561e-01
6.316549120466277145e-01,-6.732601262332926773e-01,6.080852610133288261e-01,-7.356534558341570884e-01
7.600863013740261076e-01,-7.177604849805507836e-01,8.229701583221548100e-01,-7.447189925486938922e-01
8.579914534511879909e-01,-8.074664873715013957e-01,8.356992408944506900e-01,-7.833541253355015277e-01
9.186389042040784547e-01,-9.029293829748992195e-01,9.570997814528636738e-01,-8.604349890940828915e-01
1.033639935381904795e+00,-8.847034553946373503e-01,8.938939438094226642e-01,-8.998498808037977970e-01
9.814001910428663544e-01,-1.001515598164243848e+00,9.471366987776761448e-01,-9.247750956707252445e-01
9.630883691104072941e-01,-9.783621919446813253e-01,1.034692114023794129e+00,-9.490110113550564996e-01
9.937010405006678759e-01,-9.788922314373842415e-01,8.628141425845337054e-01,-1.002872502442454072e+00
9.890839468170635751e-01,-9.187685211062276425e-01,9.393693313656915622e-01,-1.097920404522781501e+00
9.763786865999579678e-01,-9.962138855935004367e-01,1.022600665040135803e+00,-1.010003396047209234e+00
9.335148520239440195e-01,-8.478621203698953890e-01,9.582717088801344651e-01,-9.182864357663192978e-01
8.941543225980206344e-01,-8.766477780720892676e-01,9.343944927741008044e-01,-9.099996667219331092e-01
7.394413628629028512e-01,-8.326827114262871365e-01,8.074958215394222316e-01,-7.897647554782114554e-01
7.899921959731047716e-01,-7.821343857180331760e-01,7.767107172512587310e-01,-7.096698429219314708e-01
6.343856947947471570e-01,-6.338079872880720833e-01,6.265804447299575530e-01,-6.617548776743408245e-01
5.094068119088044355e-01,-5.656179845090366642e-01,4.994667283500358601e-01,-4.751053916127500054e-01
4.966107300258391088e-01,-5.199036353401566002e-01,3.799834233579363341e-01,-5.144998191213411287e-01
4.204711874118406412e-01,-4.109992458554683759e-01,3.270194084910153509e-01,-3.090519704128452672e-01
2.639670717625296481e-01,-2.670916246775841829e-01,2.118685931663324695e-01,-2.639449644602207545e-01
1.285946459476011439e-01,-1.543369804488834984e-01,8.906781037548952562e-02,-1.605599959608809690e-01
-4.661101526859674771e-02,5.451511958635962829e-02,-1.774402485498960125e-01,2.844076349624989966e-02
2.304168663535503814e-02,1.893135951538288397e-01,-2.204668602571469849e-01,8.875599178772146380e-02
-1.953027332544804429e-01,2.827436454809312827e-01,-2.659472887472286162e-01,2.812801133733616177e-01
-4.115696205596837687e-01,3.724983315440881237e-01,-3.402540556626573731e-01,2.952902026816238146e-01
-5.037050678557530858e-01,4.433112616515354487e-01,-4.936628032961181134e-01,4.655023687465607574e-01
-5.637157843025620840e-01,5.707889072771695771e-01,-6.119096067486924362e-01,5.249182506159816297e-01
-7.408592148405940270e-01,7.073580085422220831e-01,-7.785463248983766071e-01,6.503987552599840294e-01
-7.400792278205757802e-01,8.550593598572671095e-01,-6.474357962223050711e-01,7.289401810886012578e-01
-8.459374436792934659e-01,8.686288261587451487e-01,-8.780394298670017861e-01,7.655853968384880304e-01
-8.241424956373988309e-01,8.714354184384734969e-01,-8.012861937682549396e-01,9.172700089682995772e-01
-8.869085095040026845e-01,9.369174964739594991e-01,-8.569819468357376957e-01,8.718040656253747134e-01
-1.106506089297790263e+00,9.468145723684600057e-01,-9.572453641310050276e-01,9.209873390782553626e-01
-9.906237447966883547e-01,9.535889453005831351e-01,-1.021339344351187783e+00,1.036346432531166872e+00
-1.080873374976184298e+00,9.907878998891017641e-01,-9.933892234408867594e-01,1.047737017550389949e+00
-9.372269741356280548e-01,1.002489608708309943e+00,-1.050360972800022052e+00,1.025181137865093239e+00
-9.625365239696617170e-01,1.062736896759931104e+00,-9.579053110911533997e-01,9.870438469748358257e-01
-9.075959700760646287e-01,9.376178661830841810e-01,-9.348686352929350685e-01,1.048029869365777467e+00
-9.387122620933738837e-01,9.533239294013806653e-01,-8.588576122557958215e-01,8.240857550301181611e-01
-7.315623539938814757e-01,9.113583199498933585e-01,-7.754620234614673091e-01,7.849344568266629629e-01
-6.475070798135780237e-01,7.524511416840855560e-01,-6.618688238004580837e-01,6.979468754697786270e-01
-7.163612103721066493e-01,7.435126026216080097e-01,-6.825384499666287130e-01,7.071955998632348805e-01
-5.494239906378399763e-01,6.038115169596000031e-01,-5.158953258431916433e-01,5.816152440773662002e-01
-4.983882934632799522e-01,4.438464072957898354e-01,-5.043066510752156617e-01,5.194224686773530886e-01
-3.557833838855732900e-01,3.678638882849805669e-01,-3.993331344185997445e-01,4.023930036551954248e-01
-3.025975132487893071e-01,2.404595551898076333e-01,-2.702184860535298827e-01,2.272344163985713095e-01
-2.717940452629430403e-02,1.089197287580776913e-01,-1.696349630448082957e-01,7.876684683145993016e-02
-4.845897555413082591e-02,-9.939061649749253435e-03,4.901321591673547806e-02,-5.042249826525910944e-02
1.057324895054485708e-01,-1.133262150816738423e-01,1.666987371784095506e-01,-1.075299467400214759e-02
2.643898108430853267e-01,-2.176066072634483539e-01,3.029312516395287203e-01,-1.917244969371706131e-01
3.222268531217284404e-01,-3.988489808004712645e-01,3.533398705793288630e-01,-3.257282865830180008e-01
4.527575505571537762e-01,-4.651925551435786010e-01,4.784422518481327713e-01,-4.824396941447815501e-01
5.398827544098059317e-01,-6.441824978284044212e-01,5.391433968011507538e-01,-5.787346552692353985e-01
6.564496204989799244e-01,-6.500828832767842069e-01,6.055745958483071956e-01,-6.810772650289560470e-01
6.899836164160839669e-01,-7.173307743820298565e-01,7.708616556976769507e-01,-7.654499895989955727e-01
8.010844621135403409e-01,-8.147861239756649665e-01,8.364025214594821289e-01,-9.439088343237310719e-01
8.751113794175956473e-01,-8.711633680572707927e-01,8.301053624003217335e-01,-8.892659964847727805e-01
9.183299424952069412e-01,-9.055190875074303758e-01,9.642828660177440447e-01,-9.548729260221199278e-01
9.737763151707422571e-01,-1.004196859636902417e+00,8.838554502960660475e-01,-9.571940012626964922e-01
9.780537631302179680e-01,-1.004661317064283521e+00,9.837589498918273279e-01,-9.829668959395776451e-01
1.037660570421969020e+00,-9.744538978092107673e-01,9.684843081442241486e-01,-9.580641003337250217e-01
9.765490778087626556e-01,-9.426145873615970894e-01,9.662450632869145073e-01,-9.940913381196843090e-01
9.641093376112579438e-01,-9.511957473587895340e-01,9.167689296647920649e-01,-9.318202278122070803e-01
9.017771758856231168e-01,-8.073732715676560368e-01,9.826409472585104776e-01,-1.063788393759851569e+00
8.591302836474487004e-01,-8.900240542624541229e-01,9.137534362556667400e-01,-9.412398798819273660e-01
7.597592263526709022e-01,-7.730008444259142131e-01,8.821548792342153167e-01,-7.374117260405266272e-01
7.744499942150009364e-01,-6.851743642585985672e-01,7.550356156033616317e-01,-8.101866930570026382e-01
6.059967573581716005e-01,-6.698111505578850933e-01,5.982199755310023681e-01,-6.777878966920570791e-01
5.307719268217425679e-01,-6.090903908412959034e-01,5.491146708339180726e-01,-5.334345699764291293e-01
4.826854046443277979e-01,-5.238533184201271675e-01,4.051472817750902955e-01,-5.095591521143653102e-01
3.747335553397633801e-01,-3.464910370510782545e-01,3.769446452915333201e-01,-3.191861622829986755e-01
2.193099267373042061e-01,-1.838010665606163163e-01,2.992509607399704841e-01,-3.114284865868844898e-01
1.957338973088175449e-02,-1.069532603125509518e-01,1.363411998343013465e-01,-2.169119894419688777e-01
2.102566436477986550e-02,8.642803768486586116e-03,-3.062604569298137819e-02,-6.717261506402727456e-02
-1.075585073107201972e-01,1.015759861046878765e-01,-1.397030363794942442e-01,3.714330955544103974e-02
-3.099347250611443894e-01,2.673671509272341762e-01,-2.297931641542233783e-01,2.377226955478670412e-01
-3.160887829028099505e-01,2.478133344703486174e-01,-4.276227567200587831e-01,3.380079203958072376e-01
-4.997781620654369039e-01,4.763418346125014580e-01,-4.579930648807878368e-01,4.804370516159814364e-01
-6.243741525388191160e-01,5.694710622088021701e-01,-5.588898528549355316e-01,5.155700232268323191e-01
-6.583361226925790177e-01,5.946056459127048166e-01,-6.911348020234012735e-01,7.895605268124072929e-01
-7.574342697410620939e-01,8.572906443782943864e-01,-7.702125115233702246e-01,7.430297067547247947e-01
-8.128526658440999864e-01,7.536132043159280425e-01,-8.152916337394089386e-01,8.199879964584677605e-01
-9.657434285694315168e-01,8.315800008108265029e-01,-9.273704680160189673e-01,9.075390324504765127e-01
-8.444047368717964019e-01,8.749730873077737892e-01,-9.770393823852463466e-01,9.221362550018514792e-01
-1.001074748153238048e+00,1.026460207513985923e+00,-9.329432742056522621e-01,9.386657782280948270e-01
-1.069691839522874499e+00,9.483046310400944368e-01,-9.825403381211432752e-01,9.962988012653199998e-01
-9.690578905716424885e-01,1.033432820648210626e+00,-9.170668199592407754e-01,1.045238879004345423e+00
-1.010449080603113003e+00,1.022084381724116753e+00,-1.043107774044478964e+00,1.025296826702506436e+00
-9.546988931374078557e-01,9.839253379784600462e-01,-1.060990109858828356e+00,1.017345835119580766e+00
-9.519966642166677318e-01,8.696372973525703376e-01,-8.890772984770218823e-01,9.061272077742117403e-01
-8.884430436772050577e-01,8.548507067538180237e-01,-8.387488047136446578e-01,8.460409400657312728e-01
-8.106952237067248657e-01,9.066396143953603382e-01,-8.610930321970677870e-01,9.225422195437228412e-01
-7.858433923702454749e-01,6.839730282019695906e-01,-8.231535988159264239e-01,7.359162599110055103e-01
-6.291856784478183640e-01,6.215399102223744254e-01,-6.667321878006843283e-01,6.864073455384430700e-01
-5.915597516851331950e-01,5.599524205921371234e-01,-6.569600161916434589e-01,6.043608386749383943e-01
-5.082075292522945098e-01,5.051726756456393908e-01,-4.831714043767084132e-01,5.351482896422216085e-01
-3.507532659514117634e-01,3.671868465727803343e-01,-4.651504970431259989e-01,2.864434753682932322e-01
-2.170636003630092570e-01,2.764178722523282783e-01,-2.527129524659794679e-01,2.147122028256012449e-01
-1.319906473362574828e-01,6.717196860672575154e-02,-2.281041937651244189e-01,9.827201500456242411e-02
