v0,v1,v2,v3
2.280433017831636211e-01,3.104652949372759818e-01,3.683979430782632902e-01,4.026344063858490196e-01
3.767954224752454451e-01,4.267492783051660132e-01,4.432071176453198369e-01,3.741893158766942395e-01
5.121674430932028343e-01,4.536841029613724596e-01,4.867889936658936212e-01,4.442494293283822393e-01
5.747302447240304479e-01,4.248032645780212002e-01,4.755902278105123560e-01,5.735237692609905791e-01
6.427177924538426401e-01,6.033026877196195903e-01,6.749061113440606441e-01,5.237759415085998516e-01
7.194190457553636397e-01,7.447695077853007106e-01,7.388904573062236025e-01,7.320534660896056423e-01
8.600567977474748993e-01,7.878476275095590564e-01,9.263356631349211057e-01,8.385556328084710076e-01
9.485175814253322679e-01,8.933137990488114744e-01,9.653580450427415860e-01,9.792984923096816896e-01
1.120323648769304903e+00,1.097772612430821582e+00,1.105762942280962280e+00,1.146821312133404769e+00
1.160277633055657232e+00,1.167529250011127839e+00,1.216481995304164121e+00,1.223610006448206056e+00
1.327248677609640826e+00,1.235745319206291715e+00,1.404597955492168593e+00,1.228931760213940461e+00
1.433776657481978356e+00,1.405109905607235810e+00,1.448174780196017197e+00,1.422361826637207338e+00
1.581772856519042980e+00,1.597641765710521744e+00,1.541127891974811037e+00,1.564881471947178193e+00
1.675955098226236561e+00,1.641035868539646003e+00,1.680177762031396016e+00,1.672081534002367142e+00
1.895566478546549805e+00,1.814803375303747579e+00,1.746089333352180528e+00,1.704001601642267882e+00
1.938055396147569054e+00,1.939486296373287066e+00,1.871224620088638213e+00,1.779934731245875312e+00
2.023347606447025715e+00,1.950136518195876301e+00,1.948137146641749640e+00,1.975961292131926506e+00
1.921008674013923390e+00,1.966499698720386435e+00,2.036564994168657439e+00,2.040160620545931724e+00
2.068440194418091238e+00,2.020377770871219614e+00,2.181620227494739606e+00,2.084390972264086539e+00
2.104585711889768174e+00,2.133703549976056379e+00,2.114731714155370756e+00,2.048745143505392274e+00
2.197577897420504023e+00,2.214994601276464081e+00,2.172790477799778408e+00,2.259644335782145408e+00
2.078757549645287916e+00,2.206159640513722042e+00,2.182734286722350703e+00,2.047697186839384731e+00
2.258724933950459590e+00,2.227362859509411486e+00,2.233630577007938545e+00,2.181795135847302447e+00
2.246058039642819804e+00,2.170541785052787720e+00,2.133630142436579558e+00,2.297266445609261076e+00
2.105838274513762265e+00,2.185962955383448758e+00,2.136305343178074079e+00,2.163070523995502814e+00
2.086088816254344724e+00,2.111450804391539648e+00,2.133041762584177103e+00,2.146619753444178436e+00
2.045397425114150458e+00,2.069175530475855229e+00,2.112763418167575402e+00,2.026498703678536906e+00
2.025148660907813536e+00,1.958371542227693052e+00,2.020669805369859517e+00,2.090915867200127121e+00
1.980559301405574901e+00,1.869900098309867476e+00,1.923496434600407312e+00,1.883879602634002781e+00
1.965516961008662467e+00,1.839024823648848672e+00,1.819781288052227053e+00,1.875843616902993505e+00
1.758192475236773245e+00,1.712684779704767513e+00,1.793652378450438123e+00,1.774810029048714100e+00
1.703098299988949682e+00,1.616785886037777509e+00,1.736833101681859670e+00,1.612186944270340927e+00
1.562375777545507827e+00,1.588157260190805609e+00,1.570748661649350453e+00,1.598953857122937583e+00
1.527311978482971622e+00,1.433961618213890565e+00,1.448722415549165810e+00,1.368517763726072589e+00
1.357644573315903269e+00,1.466242974656452258e+00,1.342730330567653674e+00,1.286362453608647094e+00
1.268427522543724706e+00,1.246317103771161783e+00,1.152867354169086811e+00,1.198564889854191851e+00
1.025579560255503120e+00,1.047803938985699013e+00,1.063879575448768433e+00,1.058838434908194515e+00
9.510723001361446327e-01,9.995847028171873649e-01,9.472880146523859901e-01,9.840746694431246056e-01
8.047064918653628052e-01,8.632353073544640765e-01,8.601571355890614834e-01,8.915978550075717157e-01
8.105241981566461140e-01,7.009927739803640812e-01,7.336755434262548503e-01,7.205881397435596192e-01
6.648172484597341114e-01,6.870650016230924750e-01,5.711152506708485621e-01,6.048619548752409703e-01
5.216201204703291294e-01,4.981109113659919485e-01,5.931387945129596995e-01,5.110284302960160785e-01
4.288658574753782537e-01,2.985701892108179045e-01,5.361096740536722693e-01,4.332095545786209811e-01
4.012493780166794810e-01,4.167193720633376453e-01,3.638562784073515188e-01,4.174985788410528476e-01
2.794691978378124886e-01,2.836810184159014314e-01,3.344860188100273746e-01,3.036647240193721675e-01
2.184543135039782313e-01,3.392856319323130920e-01,2.783418364138913748e-01,2.853657339978127316e-01
2.531219071875249194e-01,1.965745722381032068e-01,2.682913633896068517e-01,2.245005437722831509e-01
3.304477275072073006e-01,1.482234135626780136e-01,1.333019710042207540e-01,1.650678671313212664e-01
1.876933222967592796e-01,2.774230832970976390e-01,2.806504861885975033e-01,2.431859869912888217e-01
1.794978368622680287e-01,1.535162096451781755e-01,1.838985093423745887e-01,1.553890629985324456e-01
1.705003408726707970e-01,2.392278671490757624e-01,2.922694896889703742e-01,2.293680724093037360e-01
1.982332094366152098e-01,3.374701171044210968e-01,2.690173145417453782e-01,3.393349500683793263e-01
3.407931360750007799e-01,3.202688415173339798e-01,2.950661926385194089e-01,2.598886222426246562e-01
4.195562857452712624e-01,3.729868883404542923e-01,3.699934991628461844e-01,3.742567080657801526e-01
4.519479878730219280e-01,4.566104236908261060e-01,4.963478991200983570e-01,3.722501969080682649e-01
5.535061411930144448e-01,5.788300243711456128e-01,4.937135353028029305e-01,5.114065281980879618e-01
6.377310821441996014e-01,5.915946452848546144e-01,6.131763575659761045e-01,5.572052703432257559e-01
7.422095702585906896e-01,7.658088779210180386e-01,7.111678167617915269e-01,7.171974690145288545e-01
7.690871603283211400e-01,8.742488838044371047e-01,7.596226931858470754e-01,8.184802399045897348e-01
9.377784220599815201e-01,1.077319936981569803e+00,1.025705601823138080e+00,9.672829164027443305e-01
1.085037285124172302e+00,1.062637043248249480e+00,1.108407761371799971e+00,1.158678365110746844e+00
1.160841660971815070e+00,1.154258507039978676e+00,1.198934248924520940e+00,1.214149225830862155e+00
1.296715193062329075e+00,1.357321031405653189e+00,1.378719815567730711e+00,1.353445402892817340e+00
1.398359655271172564e+00,1.419457801803848174e+00,1.391494171708010930e+00,1.436780567312872847e+00
1.537930053332613012e+00,1.569060695361704116e+00,1.550932396330458207e+00,1.542378706269224908e+00
1.707378585760025658e+00,1.671351998170281794e+00,1.750993313873833834e+00,1.623024080824834181e+00
1.747735729198374388e+00,1.826484444797434659e+00,1.817048067412555756e+00,1.678021905684545123e+00
1.855429124230939752e+00,1.830280783982291881e+00,1.751850137882771330e+00,1.866553676660754446e+00
1.989196666143004943e+00,1.943896771728190975e+00,1.781906683051105889e+00,2.029966924128476347e+00
2.055222376601501200e+00,1.895378233433008930e+00,1.971088672788964269e+00,2.046798859487191535e+00
2.170216403601189725e+00,2.040950330839236937e+00,2.138520191087662781e+00,2.058756577721394976e+00
2.030491988778985846e+00,2.211833183262343017e+00,2.111393953249939504e+00,2.217486549867027534e+00
2.213784764652207748e+00,2.136866521693834731e+00,2.160054614187272737e+00,2.149310642327968424e+00
2.168594669759400073e+00,2.157635033203431085e+00,2.223122446204535585e+00,2.161766888494887962e+00
2.206734590940894414e+00,2.139104640900750365e+00,2.155739884801296302e+00,2.139365282415084835e+00
2.234594843343007398e+00,2.221700588582350200e+00,2.203352768871955192e+00,2.144606327343902219e+00
2.225104475210619270e+00,2.179841325594640278e+00,2.210546728716571430e+00,2.158623673947462684e+00
2.186983777200857570e+00,2.075672899703894458e+00,2.158366903696924410e+00,2.234967276076422316e+00
2.093211360207122951e+00,2.118828544357676424e+00,2.105253298851991861e+00,2.075147214990014088e+00
2.103467000044574320e+00,2.035989159885815969e+00,1.992881560146033237e+00,1.971408050823653779e+00
1.934362036810295837e+00,1.986212417142711573e+00,1.974225105429403992e+00,1.918239816699545797e+00
1.856073562587259307e+00,1.831048682819439222e+00,1.841741154594883412e+00,1.851979570203006187e+00
1.808032306175860082e+00,1.854965184617931140e+00,1.833312094259238467e+00,1.682477150521714648e+00
1.637154551644744105e+00,1.685216552340487839e+00,1.793227808978384852e+00,1.671054593849126357e+00
1.662650199977598886e+00,1.548760411193726760e+00,1.517609592927823492e+00,1.589638311321270647e+00
1.490275992555288642e+00,1.413373950207190921e+00,1.330590560648870380e+00,1.455356276337809618e+00
1.429315446386344890e+00,1.308295311670914174e+00,1.299264685438842548e+00,1.350573312793608372e+00
1.198670540642211790e+00,1.242939599715976451e+00,1.218842255366529459e+00,1.135522647844836142e+00
1.060308892231614841e+00,1.066014985139761340e+00,1.131969886092198285e+00,9.945337246123456820e-01
9.690367358207904180e-01,1.014591529397849801e+00,1.014635111387508504e+00,1.024963065473690760e+00
8.821239380877745617e-01,8.744289215855445274e-01,8.061975446417175561e-01,9.001116797695632998e-01
7.059054436125334897e-01,8.026015866468100279e-01,6.956150609060254286e-01,6.582636050863148736e-01
6.509203406174650652e-01,6.726404646884014404e-01,6.953002992043668673e-01,6.422543361747119484e-01
5.360371278131634831e-01,5.337303784424134445e-01,4.822579566376373750e-01,5.381537352579126576e-01
5.322733398577206287e-01,3.560222547210709076e-01,5.060008193896301520e-01,4.787335666641971410e-01
3.438810434913012193e-01,3.919446631311979679e-01,3.656717377461716212e-01,3.874454447118234612e-01
3.668520629332262528e-01,3.539977759912106281e-01,3.528641537703476883e-01,2.894373791173774912e-01
2.327905805375844461e-01,2.731283713839403604e-01,3.002919930027740936e-01,2.747465892217296202e-01
1.810264729185771526e-01,2.568797684114448865e-01,2.678908066270021537e-01,2.369105266573587332e-01
1.717761545331648043e-01,1.837101210095735127e-01,2.483124607616263024e-01,2.048597443515079441e-01
1.404907069078875914e-01,1.809761209019474237e-01,1.505304509919322409e-01,1.073790684739037299e-01
2.146086439052683759e-01,1.601716737069929231e-01,2.221671813325102329e-01,5.753107477991928342e-02
2.806212223778802861e-01,2.971532027150747268e-01,2.297573031397338317e-01,1.895487429027730431e-01
2.731995012413253598e-01,2.729034704942416845e-01,2.804041587469670582e-01,1.832451819089652156e-01
3.457602299560348369e-01,2.899196701194082237e-01,3.762063940588219468e-01,3.271720764841808959e-01
1.719381946641454384e+00,5.207955090397673459e-01,9.573145222656020970e-02,-8.713561579974895555e-01
9.689196224317484507e-01,2.114442190775148944e+00,1.245350281628201161e+00,1.587947886696952082e+00
1.953889590446513447e+00,5.904413758280313562e-01,3.119598536470958194e+00,5.941892767319227886e-01
1.488990110263840760e+00,3.182064165181916593e+00,1.139927936169780498e+00,1.303470764243742197e+00
8.553952717861964539e-01,1.461063604547107930e+00,-3.001207640609646621e-01,7.588430831009745914e-01
2.433937710262643606e+00,1.372904318598341611e+00,1.049660737403363742e+00,1.488543178921676979e+00
1.518367213652851877e+00,1.330525820461283537e+00,1.635708214575070096e+00,3.411568047386759339e-02
1.644772719139562467e+00,7.397243014136569705e-01,1.783986252029348130e+00,1.206480647783761517e+00
5.074080218915338891e-01,1.170069037275322188e+00,5.010413175933886576e-01,1.946371415134219962e+00
1.201220040730176963e+00,1.832136740949475096e+00,4.237762775314743990e-01,2.380501411688785929e+00
1.006251867140596890e+00,2.198636550290111735e+00,1.832823429048146879e+00,4.338737299826709304e-01
1.452926068770289847e+00,8.335195376082376040e-01,1.514615927863877554e+00,2.246732392383667065e+00
1.714481009303953529e+00,1.985874200429915915e+00,3.833365788568876553e-01,1.367622692494128600e+00
1.478627638179859982e+00,2.000873985890804008e+00,7.784394594019636848e-01,1.628694295434913730e+00
1.529003898231061864e+00,1.309177566929313752e-01,4.776825978166118203e-01,1.539880305057865550e+00
3.797597693511833850e-01,3.437316616483624410e-01,1.862297078612769496e+00,1.426028836271301392e+00
1.053411989282929007e+00,1.297173031507082186e+00,9.322150792241528094e-01,8.374701796932810804e-01
8.920979886628364053e-01,1.497941147850693655e+00,2.167178261165184416e+00,8.848217019604879274e-01
1.172554746483218446e+00,1.065489591274842107e+00,3.200379286005762269e-01,1.401967647679981388e+00
1.841921301644468656e+00,6.179630701013959504e-01,1.817829249531852209e+00,8.126123410922989621e-01
2.045527966692685329e+00,2.091729227243984468e+00,9.475662262191917318e-01,-2.101416908425606245e-01
9.726718669302752973e-01,2.261686312989523717e-01,2.809009197278271586e-01,1.040767175757441265e+00
2.195190406296769314e+00,1.155775013993093570e+00,1.064557881907533865e+00,-1.024897112163409840e-01
7.879558168746354507e-01,2.233954396002578724e-01,1.594018636102256137e+00,8.436841139805568712e-01
1.190263766916916932e+00,1.209728126882402277e+00,1.087317019498901915e+00,1.903319504291684838e+00
1.570021572598830240e+00,9.929664966393809689e-01,1.331710709870488119e+00,1.617237295449521106e+00
2.202986820805563184e+00,1.314586182252006630e+00,2.257566501692432226e+00,7.965062056452210104e-01
1.054359794542470530e+00,1.574752989201464448e-01,1.809813759330753058e+00,4.827737703422146920e-01
4.828773741370500083e-01,1.824267083919014709e+00,8.405262284202069667e-01,6.827730160477795129e-01
1.903661447117687588e+00,1.089803318732379456e+00,1.880256957154434527e+00,9.335340664238117592e-01
1.741669378832223058e+00,1.993463050173120088e+00,1.280570419066558774e+00,2.509006007205416555e+00
9.382153999479725393e-01,1.070175029615920037e+00,1.278480311468282116e+00,1.941211205632117132e+00
1.015889055047454193e+00,9.092696457235605045e-01,1.403252800062325667e+00,2.116045680667564710e+00
9.235998158659496360e-01,3.074262553386383212e-01,1.128050091799636334e+00,1.668034577059336110e+00
8.332751351369651616e-01,1.310592627271462973e+00,-1.157191053954826909e-01,1.236910070415058849e+00
1.295201165187775283e+00,1.667129715553835823e+00,1.442993733554586155e+00,1.773950275043559177e+00
5.101323841147503702e-01,1.694171382907035950e+00,4.008347229708242310e-02,7.945894116672160834e-01
2.013009980375726649e+00,1.830771180512268614e+00,-1.042891269094086137e-01,1.642742186467727628e+00
9.134122581543777653e-01,6.650220928257201125e-01,1.367986213746734236e+00,1.313927902326387898e+00
2.219428581611887275e+00,1.898403735758635857e-01,9.151483364090733374e-01,1.119682274452129755e+00
-9.542839863762697661e-02,2.061122942268911018e+00,2.478298224222287960e+00,7.743631273440265694e-01
1.494714850138475493e+00,1.029118129700037132e+00,1.415177074661117196e+00,7.382948617419036186e-01
1.816724683868525148e+00,3.876011750687680113e-01,2.197293524121181285e+00,1.476688015840751156e+00
2.956770295907811263e+00,4.004552076690948148e-02,1.153333432682758009e+00,3.017747858792553250e-01
1.121557861662971556e+00,1.533041824564016720e+00,5.637014205505732622e-01,1.947766172362606074e-01
-1.895944203606747536e-02,1.379721444958868837e+00,2.135254324985141672e+00,2.060255702585888749e+00
1.245837571867156157e+00,5.335390629030397625e-01,9.617175134161231043e-01,1.426730056713250150e-01
9.368780605269799722e-02,1.984449204696832059e+00,1.022647531155570944e+00,1.446691272602792511e+00
1.025970027100129967e+00,2.169766298621080391e+00,2.250343937147144757e+00,6.662839839595811053e-01
9.597161418889642581e-01,7.385135060173779742e-01,2.164643051656574890e+00,2.113723234981881305e+00
1.013961115756265574e+00,2.867075875994890666e+00,1.240580792448892966e+00,3.515903368801812645e-01
-2.333160098781303926e-01,1.118820103119815057e+00,1.451613359048337770e+00,8.019245519446929205e-01
1.481506944484089816e+00,2.076858899459340435e+00,1.178875960143101365e+00,1.824839582772363134e+00
2.412815237076405772e+00,1.577838150384604177e+00,8.062424874040128309e-01,1.530673194638736412e+00
1.605727793493548994e+00,2.751195499188948013e+00,9.107169341188959821e-01,1.122663920504818336e-01
1.435500035359557947e+00,1.454814950646933669e+00,9.242340757486614544e-01,1.625790127621408399e+00
1.449397908396242718e+00,2.088254330130683289e+00,6.240991736683407787e-01,7.190282847426574531e-01
1.205537491621976320e+00,8.583237666707365099e-01,2.131243586546462510e+00,1.636089798757628611e+00
1.205785179979304900e+00,2.314886470895907600e+00,1.580609598435128937e+00,1.936895973341203003e+00
1.797733718358250687e+00,1.116200040250911796e+00,1.121275615807004078e+00,1.226948206666974350e+00
4.410486742489146961e-01,9.748585438384329560e-01,1.832984027812640138e+00,1.443318608352114563e+00
5.463209903386897492e-01,2.912914335012069866e+00,4.845141169634505918e-01,1.667200504899757796e+00
1.740753330150348832e+00,2.135658901021012746e+00,6.067059078117063020e-01,1.239558160276861720e+00
1.085258681485304466e+00,2.043039735366343201e+00,1.501917822486892984e+00,1.527787715815975167e+00
1.616548379885933917e+00,2.635383462619772743e+00,1.717093011569952754e+00,1.867618781625924207e+00
5.729191663331569817e-01,1.739179627023727415e+00,3.514958664328483584e-01,1.924565964945116114e+00
1.357508504369456137e+00,6.210656377946736084e-01,4.348036133878837584e-01,1.191947844102222209e+00
1.348508172735607857e+00,8.597667559806316806e-01,1.028497812738655703e+00,1.045808424541678328e+00
8.878831924069023884e-01,1.132160100137171943e+00,1.463959419604275780e+00,2.200287785381811467e+00
1.731789018618414833e+00,8.718059489199041501e-01,2.437328852835354720e+00,2.128552945665449503e+00
1.102236197625807268e+00,2.015649167074259562e+00,9.081593051393079818e-01,7.519380125209542687e-01
7.771220692937421681e-01,2.453341592976261865e+00,1.396657399277354772e+00,1.524733386271939439e+00
1.348444480754571018e+00,1.014273789598495012e+00,1.650946527720379420e+00,1.790971992657801382e+00
2.711454541827517328e+00,7.041679263421088963e-01,2.408214287972992640e+00,1.791727310125913242e+00
8.154220498392472649e-02,2.014165999133986862e+00,2.473321268065211687e+00,2.101839122567415341e+00
1.496150055408021373e+00,1.436223972769704149e+00,-9.496916979163372297e-02,1.552362566095465635e+00
1.451045255437579229e+00,6.567785256307338004e-01,1.463450483632043220e+00,8.474835946079681825e-01
2.932035689713597293e+00,4.460954614255968620e-01,6.698891007514425899e-01,-2.351419048752572127e-01
1.017818112359921701e+00,1.380418141730211490e+00,1.300582064539565375e+00,8.313701870195373544e-01
1.912634974928187237e+00,1.454593158978017442e+00,2.131726454757236766e+00,1.200642680910724236e+00
2.111924471394921454e-02,1.172321886188434581e+00,5.520600604890772978e-01,1.863357796068364713e+00
8.349282020387930325e-01,1.091051043001226795e+00,1.249809841972280955e+00,1.729925449221998424e-01
9.807105016176778101e-01,1.878793507158532883e+00,8.451074559563650501e-01,1.132131922544856284e+00
1.366476455520184263e+00,7.648706427008169495e-01,1.034477856792137107e+00,1.556716215543289650e+00
9.711274292988356649e-01,1.278166645143726576e+00,1.137134751649050868e+00,4.902063278940319568e-01
3.111715765570053360e-01,2.650428408922637757e+00,2.219073204961187429e+00,1.147720134687221227e+00
1.911756741486431377e+00,2.023490943038828593e+00,1.919718875735279884e+00,9.731103644455696422e-01
2.091934279399754182e-01,3.326202395072536122e-01,1.062690653200817792e+00,2.197326727010393999e+00
2.348622235887815712e+00,1.063830221712160462e+00,9.972373852350862045e-01,2.094933102155129401e+00
2.707400067763729101e+00,5.774349608645746867e-01,1.573271588958828016e+00,1.341986009956067871e+00
