v0,v1,v2,v3
1.325237295143366856e+00,1.326319771609954401e+00,1.259242544994165325e+00,1.288786811125872012e+00
1.162825037532309258e+00,1.146472779515211426e+00,1.198873391126621835e+00,1.195466343244660612e+00
1.033377050931756136e+00,1.029329104793035965e+00,1.085673885709902198e+00,1.079213513230847132e+00
9.377980444290755502e-01,9.286712154429237476e-01,1.003796644943438121e+00,9.253915609866114611e-01
8.564048691309669170e-01,8.820101986930292126e-01,8.511981466290152731e-01,8.667248857129726813e-01
6.847959187792950209e-01,6.767502875358476500e-01,7.754807758622255243e-01,7.726065707550552331e-01
6.214764745252586708e-01,5.602211802851382316e-01,6.067252908799876110e-01,6.398393885353906851e-01
5.289160912634810474e-01,5.688699455178238829e-01,5.547750870698627823e-01,6.225518861842830320e-01
4.785315310631892416e-01,4.892076970608764119e-01,4.722325718916200454e-01,4.198723013463631082e-01
3.877490902316606536e-01,3.290694487166325177e-01,3.145273478770110320e-01,4.030459550163987825e-01
3.323126097987864624e-01,3.426638582114383547e-01,3.233209057751725291e-01,2.941072343203373629e-01
2.322923268436682676e-01,2.504021357938476244e-01,2.489656309670149059e-01,2.767152324983482292e-01
2.225775008893094709e-01,2.441227914016259604e-01,1.338537851431462200e-01,1.875607155948437188e-01
2.464898994050124525e-01,1.442431118986692851e-01,2.552114599090158920e-01,2.630472947701842923e-01
2.746715572610379796e-01,2.416447224680417227e-01,1.819070659847848992e-01,2.088010452878628076e-01
1.443378492967399840e-01,2.674540736077709036e-01,1.646716229956529387e-01,2.669033508806043509e-01
3.047543713109009955e-01,2.609118443552569944e-01,2.101923453892571014e-01,1.657534037327599297e-01
3.322775285037003479e-01,2.929007553993422941e-01,2.718937724720011939e-01,2.403079968545464018e-01
3.536095443818111916e-01,1.259302165406531171e-01,3.899394485641468067e-01,2.699156843328862632e-01
3.902389156228081024e-01,3.900476215596899165e-01,3.687194739560328283e-01,3.504190408417678926e-01
4.357931111020774684e-01,4.502169859942716790e-01,4.751096266768243814e-01,4.168587669696076636e-01
6.097783759360522193e-01,5.295250664168876797e-01,6.055563106040924293e-01,5.308502950448397151e-01
7.299481690913423027e-01,6.004063537702930553e-01,6.586127798325336347e-01,6.310728960824518730e-01
8.253585714495378367e-01,7.380450767019093306e-01,7.887050358271712192e-01,7.332275847214034803e-01
9.111503011941823882e-01,8.660009832138806374e-01,8.215696200099161794e-01,8.176189192818725804e-01
9.785533562453899714e-01,9.474949276854108815e-01,9.992368020361410696e-01,9.700555946068756263e-01
1.019047388130567722e+00,1.056297112759182699e+00,1.076564519741191717e+00,1.123244094521221426e+00
1.199777293343996520e+00,1.261487690546964080e+00,1.253720561874459571e+00,1.154886221700554438e+00
1.353360427009139944e+00,1.265268324891866802e+00,1.270358701655716072e+00,1.320581111505419125e+00
1.374897591100079586e+00,1.490823424178751244e+00,1.400337776625420139e+00,1.435612119828763245e+00
1.574360990051635989e+00,1.563445510229061863e+00,1.618041465677804602e+00,1.578022618753723627e+00
1.686216356784879356e+00,1.624507889779646552e+00,1.654918973415299366e+00,1.661530242805079549e+00
1.802866882929298864e+00,1.753565651927689650e+00,1.750116714395931972e+00,1.767281506551405146e+00
1.803916759902935762e+00,1.817122978100185193e+00,1.867001279208307052e+00,1.813567869129388610e+00
1.915425619569149029e+00,1.982263974091572845e+00,1.914035875303457868e+00,1.949595940124082771e+00
2.001162103536494818e+00,2.040378953992179500e+00,2.089580934320183658e+00,1.976889641428700495e+00
2.026965930264566840e+00,2.057616216895550743e+00,2.022997893069414577e+00,2.111241238061413839e+00
2.221984636541921354e+00,2.079905327732703313e+00,2.127486342767394234e+00,2.129855295971088580e+00
2.146146281003944445e+00,2.186027622101105905e+00,2.188289456711170367e+00,2.172934738306785629e+00
2.209157355571063963e+00,2.240578154440150627e+00,2.187486520644725818e+00,2.148149355743539157e+00
2.187071372726304030e+00,2.194308182530906315e+00,2.159885622731605892e+00,2.240187878997084603e+00
2.271882518038160104e+00,2.213626499142515414e+00,2.149289414260428188e+00,2.227324569544662847e+00
2.236959866780143802e+00,2.152140459898564728e+00,2.192211538717093067e+00,2.214018013878542135e+00
2.166683873826660722e+00,2.138394702985886298e+00,2.083492220177080245e+00,2.246385546731073823e+00
1.975280531620877467e+00,2.070891880083525649e+00,2.117768160938962030e+00,2.082830056538556462e+00
2.025585314606651366e+00,2.037685973042406395e+00,1.946776447711392688e+00,2.083154007684047571e+00
1.982695057709928044e+00,1.873022122519314880e+00,1.920761593335267081e+00,1.942319357849905170e+00
1.913320737032904173e+00,1.895332184400279951e+00,1.864937959359282971e+00,1.882827023032810576e+00
1.737169394495776675e+00,1.756568122650991048e+00,1.705457149558925911e+00,1.786331618111803632e+00
1.755823740210184614e+00,1.682653575426237724e+00,1.697323715220098173e+00,1.677952760211692151e+00
1.488583338541871193e+00,1.537589380669225569e+00,1.553677946377060914e+00,1.587517695968555076e+00
1.406239263196797706e+00,1.455333723756263797e+00,1.387511980208081530e+00,1.424118845270596401e+00
1.367289179661024034e+00,1.266908540048876874e+00,1.244592268767803045e+00,1.322583294334396697e+00
1.202452730691266014e+00,1.259457720624423516e+00,1.121720531431368295e+00,1.226765482367091042e+00
1.179582948926938935e+00,9.942860903628112368e-01,1.082015017001192625e+00,1.166856014746600723e+00
9.701102953380652538e-01,9.087223949734826167e-01,9.028428303591151671e-01,9.185665022633213717e-01
8.137354084478533034e-01,8.571784164344463663e-01,7.771511329208420360e-01,7.550884819383190116e-01
7.163986526945916866e-01,8.084189422154609561e-01,7.237155311816215741e-01,7.110725533988471181e-01
5.773779473878840607e-01,6.458415683592453327e-01,7.458102795114954775e-01,6.364316749178831056e-01
4.729933334398744860e-01,5.244819189952505400e-01,5.507543598208777258e-01,5.456261964193893643e-01
4.830098263673109349e-01,3.802347446667361242e-01,4.896351935039293668e-01,4.561001411182360465e-01
4.060744247269845730e-01,3.674523008848376571e-01,3.876520514197762113e-01,4.361556402402834154e-01
3.792719153188467973e-01,3.135501237946862196e-01,3.536930826522202143e-01,3.633464639859849132e-01
2.272534677515894441e-01,3.495121895815558877e-01,1.978293247913383568e-01,2.625203620670212290e-01
3.135135551961313882e-01,2.601644436542368544e-01,2.075325840643184871e-01,2.055808264363383764e-01
1.929217405115126738e-01,1.308364821555236535e-01,2.203586681824479254e-01,1.899906818328206959e-01
2.787204139422292948e-01,3.013389547621596054e-01,1.991041591972513292e-01,1.821847923508700395e-01
1.856518335428160305e-01,1.875406321270062238e-01,1.976914648963412902e-01,1.960111522105389692e-01
1.922840179568338637e-01,1.850851968387317581e-01,1.957643785868007635e-01,1.504256544967978448e-01
2.774730258925183768e-01,3.387248899189305162e-01,2.520646021793748748e-01,2.419317201324538702e-01
3.661166285902633377e-01,3.120561863319413209e-01,2.758340831522231307e-01,2.932999732819914218e-01
3.850666129421110861e-01,3.586460041374388563e-01,2.559244833633547711e-01,3.675721148214458056e-01
4.222128106227319155e-01,4.624285512756603489e-01,3.917638297436194517e-01,4.387742512078925960e-01
4.698163560553707541e-01,5.791217807779900362e-01,5.606599887029262153e-01,5.704776988405810823e-01
5.618592425229731457e-01,6.816020634913271259e-01,7.097891510524260150e-01,6.053380854706950087e-01
7.604109704499746325e-01,6.665167079535944117e-01,8.259558365224157761e-01,7.133479428846872805e-01
8.948807646217540324e-01,9.453191864710501768e-01,8.502327001418991115e-01,8.724920506908657725e-01
9.524696060811764786e-01,1.008027415112222380e+00,1.005353516884647691e+00,9.489185933752294355e-01
1.025745076833253444e+00,1.060503266644017728e+00,1.124862215280211464e+00,1.090286056086958943e+00
1.243652107631086690e+00,1.159067007423930429e+00,1.165387040806597607e+00,1.233466784917806702e+00
1.256516983019595024e+00,1.272086058717413426e+00,1.235639688732293573e+00,1.341635154994226475e+00
1.403662259534594448e+00,1.445484586166366991e+00,1.440860030255298518e+00,1.451823786686773810e+00
1.585655779719540304e+00,1.522204072333053881e+00,1.466494837180508437e+00,1.544782809158744330e+00
1.552216113365038064e+00,1.626479473779441687e+00,1.648726691396026345e+00,1.698817877198427917e+00
1.787383226609469800e+00,1.808627466978236287e+00,1.798470601070623065e+00,1.776842243794404474e+00
1.834040616420319791e+00,1.881351025432111079e+00,1.792119183835794827e+00,1.837880020687707505e+00
1.953974733044991030e+00,1.928782185249914738e+00,1.950125517367682138e+00,1.940970288821149969e+00
2.019198789582614229e+00,2.059696245702923978e+00,2.084984771659108560e+00,1.962077397027528924e+00
2.095561745405408072e+00,2.153824956968493520e+00,2.103531649354258182e+00,2.037378226945864235e+00
2.169724839520764892e+00,2.080291427053932551e+00,2.161132327722898427e+00,2.040870840846487955e+00
2.133023329881131858e+00,2.140777223218939707e+00,2.216278838116889638e+00,2.136945248345706538e+00
2.263757975213649853e+00,2.239839966109047786e+00,2.279357027704612904e+00,2.259486145179598005e+00
2.236304689447388583e+00,2.235947028290752758e+00,2.207571154086159559e+00,2.172175558000337681e+00
2.234895507213217503e+00,2.204043816919953436e+00,2.254183917169710227e+00,2.232085914953189310e+00
2.229185016481603387e+00,2.229062876803975080e+00,2.167733356609180984e+00,2.170769324714912241e+00
2.174395653770709202e+00,2.080605656229460809e+00,2.107707801913741186e+00,2.099988801530838778e+00
2.127659959682139057e+00,2.011499133964654185e+00,2.101197074134087739e+00,2.152370001409604772e+00
2.026763546430800478e+00,1.979658498029811309e+00,1.992693223494072852e+00,2.052094158322313344e+00
1.877172055621614710e+00,1.954637952947903212e+00,1.919854287382773084e+00,1.860920719907095622e+00
1.856370403238945199e+00,1.823318319486040728e+00,1.832735626718683397e+00,1.915192768150130398e+00
1.729589014722321405e+00,1.743703838909922199e+00,1.653293536954498322e+00,1.714325171969994122e+00
1.593586083617998028e+00,1.615973166088753743e+00,1.669998145926798516e+00,1.655827474714637093e+00
1.567527526588185616e+00,1.523583429812791046e+00,1.491413119112762864e+00,1.588010558126730976e+00
1.410888191580176754e+00,1.389076303337909213e+00,1.433952208254144933e+00,1.424323006257599777e+00
1.269046458354751605e+00,1.338909990542605621e+00,1.393035119279566247e+00,1.376483883036185185e+00
1.147849945996422427e+00,1.239744553399161564e+00,1.173949983844636114e+00,1.238063188025658734e+00
1.092884173730122033e+00,1.055441022768765835e+00,1.052362861822302431e+00,1.000619539220327647e+00
9.786179331709593532e-01,9.503210459389082043e-01,1.028879804937532061e+00,9.370626278907531193e-01
9.115179864458065051e-01,8.163434843318690959e-01,8.727104012306797776e-01,8.594987996185330381e-01
7.345810945300260686e-01,7.618393887380401353e-01,7.841031828238629320e-01,7.065268938929786247e-01
6.840272412294865489e-01,6.363880552058064355e-01,6.141706915694957747e-01,6.211214279597885302e-01
6.069905830978310490e-01,6.165851867761157346e-01,5.742815024027513315e-01,5.768665873286525914e-01
5.089975336363828928e-01,3.967156499970216355e-01,4.171808223710581909e-01,4.673283171630711053e-01
2.587509387924956661e-01,3.951412590658967550e-01,3.432160478252494484e-01,3.309851823486014144e-01
3.759781603069611844e-01,3.367435443291236230e-01,3.443561882570435051e-01,3.232742928144720085e-01
2.819647577270181227e-01,2.469617487650410947e-01,2.350650987509498024e-01,2.343702755590924003e-01
2.502467502166156321e-01,2.582348889430854388e-01,2.674141097361459884e-01,1.682985646125089441e-01
2.258524967887589330e-01,1.353649934524240595e-01,3.268753526734108905e-01,1.507883334018426946e-01
2.191378580135379950e-01,3.059401515364660318e-01,1.156923731526356691e-01,2.143477768550458851e-01
2.232618369145648041e-01,1.401889032376236743e-01,1.696809070958835153e-01,2.058854406022676553e-01
2.111125171470169259e-01,2.750485456021973807e-01,2.850654916660816385e-01,2.293297730018692138e-01
1.699019923957846290e-01,2.089276233676231886e-01,2.577298488399231702e-01,2.076733049209635307e-01
3.090982379514183309e-01,3.720881259083771431e-01,3.725984668364181185e-01,3.053474968474106932e-01
3.368295416803097631e-01,3.577774327758934669e-01,3.265129204496982074e-01,3.251577537188890532e-01
5.054974224557916562e-01,4.594103971870079905e-01,4.680564607192959636e-01,4.051695601505659883e-01
5.224390164594351349e-01,5.395445295445406853e-01,5.293495258680617210e-01,5.286210039196820309e-01
6.361090210741948692e-01,6.869719580200841502e-01,6.389537894125114637e-01,5.627657307028195444e-01
6.927965301757224026e-01,7.191994554490832581e-01,7.518326289089978243e-01,7.687401912745851496e-01
8.198639895625571272e-01,6.970359274582662579e-01,7.843947948246656754e-01,9.697392555211089560e-01
9.601076826281133014e-01,9.226813962092209609e-01,9.069774614444778837e-01,9.836254981669795283e-01
1.005194560531497805e+00,1.088648935899122483e+00,1.149425520089446096e+00,1.027318162794899736e+00
1.215034255714729561e+00,1.177976589756486225e+00,1.214660685579047161e+00,1.186440724292425086e+00
1.315233067582932458e+00,1.359027722821359863e+00,1.325853996902951470e+00,1.242764783076208079e+00
1.380029674037297704e+00,1.490082014086282713e+00,1.437111928156881602e+00,1.420434845222948272e+00
1.434693243772646509e+00,1.547216296547544667e+00,1.572432011977840993e+00,1.579970583821004304e+00
1.690375778737784218e+00,1.590240902324643324e+00,1.606926335073496581e+00,1.694192410353057676e+00
1.753185544783987915e+00,1.837273002231449182e+00,1.718113380136384372e+00,1.716477609038232766e+00
1.836622237579887074e+00,1.917275333246135860e+00,1.928348070601116682e+00,1.878079940915126089e+00
1.936703016678452016e+00,1.933551191457747898e+00,1.956074509263457273e+00,2.006331149421371141e+00
2.113807662937712717e+00,2.128398286463292877e+00,2.065498909576357178e+00,2.110738445148610420e+00
2.082965977200226249e+00,2.068012252648574911e+00,2.055172825307144624e+00,2.050416281518272488e+00
2.139347205834842391e+00,2.078160256664496330e+00,2.203852511703380479e+00,2.091806242081450939e+00
2.096588173942282918e+00,2.163148145738502226e+00,2.188205737692028752e+00,2.173662610882072244e+00
2.275075827415859120e+00,2.246600559873342728e+00,2.216771165060558157e+00,2.046304365469635123e+00
2.245874399172214986e+00,2.153127327872874197e+00,2.227436466885789113e+00,2.173448299942455808e+00
2.246055617448313058e+00,2.290270127985226445e+00,2.152858412129447618e+00,2.179160125632447986e+00
2.173325453986636013e+00,2.126115506697449309e+00,2.077655774256049082e+00,2.147974718049157961e+00
2.180848982126645463e+00,2.182737356504477422e+00,2.081276109331160473e+00,2.055822581277289451e+00
2.104003367407930813e+00,2.112679144363369232e+00,2.166982168522528340e+00,2.073178470266727746e+00
2.053643319786608856e+00,2.015281012914517333e+00,2.088018064409682850e+00,1.984153434890874479e+00
1.940901100250688183e+00,2.002537397106990635e+00,1.931164679772204185e+00,1.986384901094008670e+00
1.789428260838700657e+00,1.788132718797388998e+00,1.848038841888991479e+00,1.817198917369660549e+00
1.819507464121314921e+00,1.835943336077815013e+00,1.819895040592948376e+00,1.753947490243093599e+00
1.567975190213281911e+00,1.661538970595255016e+00,1.656302678406087914e+00,1.653075775787846924e+00
1.542608053479634922e+00,1.527483124549360971e+00,1.489641893535997630e+00,1.582983458108762509e+00
1.429089539867574477e+00,1.476774366689561635e+00,1.502592818917365625e+00,1.312020434269253633e+00
1.268393673206099859e+00,1.373531630935287406e+00,1.344395609151021631e+00,1.303505433465525165e+00
1.230656156816829938e+00,1.238489771531181560e+00,1.074183014249823209e+00,1.237980757463684744e+00
1.069446834674201652e+00,1.179438510796929407e+00,1.063803814468186282e+00,1.061378907883351763e+00
9.388409194325800788e-01,1.014720639514949063e+00,9.678678458766610815e-01,8.843374873930470725e-01
8.713871995063471321e-01,9.095704445784853487e-01,8.694574543104044428e-01,8.617250215866629759e-01
7.114478759283133780e-01,7.082836310974083283e-01,7.428843874218158394e-01,7.521111732684094831e-01
7.013842520107581580e-01,6.372614421219441327e-01,6.001481634066614390e-01,6.184107836709762385e-01
5.544500955685709442e-01,5.650264708754813014e-01,5.310893895577057933e-01,4.788875563946186631e-01
4.277726024871764676e-01,4.506021399937337746e-01,4.662292677260784224e-01,4.144554945525442680e-01
2.798028853070672617e-01,3.920978957650063101e-01,3.636159298256436689e-01,3.613283086595231453e-01
2.491563145017328673e-01,3.358492126535186917e-01,2.959489383614798963e-01,2.707673315588759455e-01
3.193252965530030685e-01,3.071959531986616643e-01,3.275879542478257189e-01,1.689748398969374843e-01
2.265279794183811535e-01,2.239777380354470715e-01,1.817277983104856609e-01,1.905938426273901254e-01
1.931348726179692443e-01,1.898011651323519289e-01,1.898179523464503804e-01,2.042039291783571964e-01
2.821625807121347917e-01,1.585842174891724243e-01,9.843654934754546282e-02,1.746469966354222136e-01
1.431586636982508376e-01,1.627045095948321807e-01,2.343396240745163617e-01,2.035124839450256351e-01
1.997752925818790937e-01,2.876807439412631950e-01,2.704714055662913452e-01,2.332410815220932465e-01
2.413543734766612492e-01,2.607576829144628294e-01,2.924080989444146628e-01,3.098125323328014824e-01
3.438608384233560744e-01,3.538911934013181937e-01,3.604275987198524711e-01,4.247351805193688712e-01
3.438393741911411339e-01,3.121479417892059072e-01,3.990514713445215689e-01,4.136050761126637831e-01
4.208183593981982273e-01,3.545808464369404889e-01,4.686150213765702399e-01,3.812728245014582185e-01
4.566198719149481833e-01,4.844227802092057056e-01,5.605746951086045815e-01,4.040300943940887679e-01
6.684027234697369479e-01,6.892666016443194099e-01,6.185698316711802924e-01,6.272121448353784601e-01
7.755837958819804534e-01,7.886806999478523927e-01,7.946932210860494505e-01,7.388462497191276013e-01
8.215762755874052026e-01,8.619970433500675489e-01,8.279665097067554491e-01,7.873014476657345107e-01
9.688513329895037662e-01,9.205758282044408380e-01,8.875667394546792321e-01,9.742859425725425293e-01
1.014831013606707799e+00,1.072923187666382061e+00,1.121952500425597243e+00,1.041116340351234903e+00
1.176409342262957569e+00,1.185111976010055912e+00,1.292535138997576771e+00,1.220133486639084497e+00
1.389434227891449325e+00,1.303288012950557517e+00,1.272529124290791680e+00,1.304260771606731817e+00
1.446102200990915909e+00,1.314012172421777480e+00,1.434234107807916159e+00,1.459188793823791075e+00
1.670123061382329244e+00,1.511708567744425080e+00,1.520332786506633393e+00,1.467445127337263289e+00
1.625363534935911014e+00,1.655217728259657184e+00,1.645694009537393088e+00,1.642799828288803887e+00
1.797078967567369512e+00,1.843886136221758898e+00,1.770369395320136929e+00,1.760634946407526824e+00
1.853347366849139366e+00,1.871159811197381728e+00,1.801032235601736087e+00,1.791878921985798012e+00
1.976801640512503733e+00,2.018555162484239496e+00,1.934628064607734732e+00,2.042627661082435431e+00
2.022623297910717710e+00,2.003298520455683018e+00,1.949685496574536048e+00,1.995945195288879148e+00
2.057396120132749751e+00,2.072821596590817439e+00,2.057044643756134050e+00,2.154954612103626488e+00
2.091635404469328829e+00,1.940045156182696795e+00,2.075712759986089395e+00,2.101799138129411659e+00
2.324243654378497226e+00,2.194108334386402959e+00,2.117988782453045005e+00,2.159443259652002123e+00
2.188841621111843327e+00,2.220063657165020743e+00,2.106713340065144102e+00,2.251903969683555218e+00
2.099166965488338032e+00,2.288187953477968772e+00,2.260967729436631934e+00,2.215191342251389806e+00
2.160278843702887475e+00,2.168370813558412546e+00,2.218161828335031505e+00,2.202311591612546859e+00
2.204843803782252198e+00,2.175649525235904491e+00,2.075068615253227389e+00,2.184238989834863087e+00
2.110015821026178351e+00,2.099739844949361611e+00,2.105174862983021811e+00,2.066708348873372181e+00
2.153478335777473163e+00,2.026643172407196491e+00,2.051934095658056734e+00,2.065978351971303972e+00
2.073103779535854230e+00,1.987328467556808365e+00,1.988436659485226521e+00,1.975161583199571469e+00
1.940893816379890779e+00,1.931260821966813257e+00,1.876166572543278344e+00,1.958381430786818367e+00
1.839511861101994050e+00,1.930894559674287025e+00,1.900841944309219045e+00,1.835922751720621138e+00
1.717824696379773863e+00,1.768175326859827701e+00,1.748271557455758796e+00,1.765861790656171326e+00
1.629724844928101435e+00,1.625195931560373896e+00,1.688130617518243337e+00,1.660858543880720628e+00
1.480947733309255332e+00,1.561698778454623238e+00,1.580942675300857969e+00,1.552786367797285960e+00
1.499535478864211901e+00,1.450194232065559419e+00,1.508087929871102073e+00,1.437578308191981291e+00
1.400071719611624799e+00,1.286725077456573718e+00,1.229793066368164656e+00,1.287917774936141901e+00
1.137193096513614332e+00,1.257161681331480763e+00,1.286930105571248761e+00,1.147299860222174450e+00
1.020379170960353576e+00,9.850458751958443004e-01,1.142904083439238327e+00,1.046245504276995586e+00
8.722587428580985680e-01,9.500071043082950473e-01,9.893376353292197001e-01,1.014261252744626862e+00
7.972024014208565212e-01,8.786484162389275321e-01,9.645747244191711367e-01,8.641032032807078878e-01
5.799599878920697060e-01,6.683552019823915114e-01,7.455257578525958939e-01,7.646245959858350982e-01
5.748213054372498521e-01,6.499979407010146870e-01,6.730091990723566786e-01,7.009336490840631928e-01
6.017231117492343184e-01,6.015219942688982968e-01,4.999566426958100829e-01,4.779057951005499238e-01
4.342056253556754175e-01,4.741728150417470755e-01,5.082071222264901156e-01,4.769868729029897447e-01
4.197453458490130185e-01,2.925081369574962786e-01,3.854074325924633504e-01,3.232624288462053186e-01
2.900955211546881185e-01,2.781342229750279338e-01,2.919839671039880513e-01,2.978273444034459927e-01
3.530171221642410817e-01,3.265989274397980702e-01,3.708307172303786925e-01,2.891957494531176565e-01
2.390190817246412303e-01,2.439749448272131027e-01,2.138181993469067954e-01,3.097754459307696107e-01
1.881910112947719482e-01,2.067981789774472057e-01,2.077341922823718601e-01,1.681828787781865508e-01
3.276212012685539854e-01,2.220600297357744612e-01,1.901360021336935269e-01,1.952601873203078098e-01
1.910675330876737965e-01,2.433435734022395547e-01,1.695075802401216913e-01,2.651029660996916393e-01
1.679970150876401447e-01,1.936349207440472842e-01,2.556218026004683508e-01,1.545677766056783309e-01
2.750792574125895951e-01,2.504637533109363434e-01,3.019042375012206958e-01,2.830894030499122027e-01
3.126022224188869658e-01,3.216896568301318982e-01,3.322626007337272092e-01,2.991300668268966900e-01
4.303323617646562238e-01,3.498182480169770847e-01,2.589872210340966041e-01,3.329313855328405736e-01
4.054075556040088735e-01,4.448166739020367189e-01,5.018891020000536551e-01,4.588207929825798836e-01
5.771131883331785950e-01,6.017709298183032685e-01,5.193654242680489919e-01,5.666236348515448773e-01
6.745726767975585014e-01,5.835442600342410913e-01,5.711190826743786086e-01,5.863302651525333919e-01
7.018924633594756379e-01,8.316099634129862084e-01,7.654408759087778513e-01,7.542763170485662361e-01
8.535573132435969601e-01,9.393623318265623690e-01,8.735375839761562178e-01,8.540636124384679562e-01
9.191467378697217860e-01,8.750123638142230931e-01,9.085306505983717917e-01,8.985936704123028695e-01
1.196753723436707828e+00,1.072412186489023256e+00,1.203085103686302615e+00,1.157133963091680595e+00
