hhs1,hhs2,hhs3,hhs4,hhs5,hhs6,hhs7,hhs8,hhs9,hhs10
6.434239999999999959e+00,7.842500000000000249e+00,6.303020000000000067e+00,7.461009999999999920e+00,5.044979999999999798e+00,1.071809999999999974e+01,6.875219999999999665e+00,6.838330000000000020e+00,4.693419999999999703e+00,3.892259999999999831e+00
7.148119999999999585e+00,7.876619999999999955e+00,6.490990000000000038e+00,7.300360000000000404e+00,5.529289999999999594e+00,1.035810000000000031e+01,7.253309999999999924e+00,6.704209999999999781e+00,4.745090000000000252e+00,3.512630000000000141e+00
6.448780000000000179e+00,6.819880000000000386e+00,5.788649999999999629e+00,6.321930000000000049e+00,5.199189999999999756e+00,9.433830000000000382e+00,6.365160000000000373e+00,5.866299999999999848e+00,4.416070000000000384e+00,3.448960000000000026e+00
5.685030000000000250e+00,5.847190000000000332e+00,5.277250000000000441e+00,5.353419999999999845e+00,4.704760000000000275e+00,8.723940000000000694e+00,5.902770000000000294e+00,5.460790000000000255e+00,4.290589999999999904e+00,3.591750000000000220e+00
4.592959999999999710e+00,5.023390000000000022e+00,5.160239999999999938e+00,4.809789999999999566e+00,4.483550000000000146e+00,8.025539999999999452e+00,6.735120000000000218e+00,5.006109999999999616e+00,3.909949999999999815e+00,3.858460000000000001e+00
4.276510000000000034e+00,5.540099999999999802e+00,5.131529999999999703e+00,5.394079999999999764e+00,4.310360000000000191e+00,7.833129999999999704e+00,6.995120000000000005e+00,5.249259999999999593e+00,3.630650000000000155e+00,5.450590000000000046e+00
4.839030000000000165e+00,7.584190000000000431e+00,6.097760000000000069e+00,5.810209999999999653e+00,4.415320000000000356e+00,7.193489999999999718e+00,6.465029999999999610e+00,6.317440000000000389e+00,3.925429999999999975e+00,5.700730000000000075e+00
5.885220000000000340e+00,1.118829999999999991e+01,6.810389999999999944e+00,5.935940000000000438e+00,4.553189999999999849e+00,8.261020000000000252e+00,5.896399999999999864e+00,6.240820000000000256e+00,4.489539999999999864e+00,5.856849999999999667e+00
4.805480000000000196e+00,1.192179999999999929e+01,4.912560000000000038e+00,4.268060000000000187e+00,3.044760000000000133e+00,5.737059999999999604e+00,3.689779999999999838e+00,4.001249999999999751e+00,3.417349999999999888e+00,4.305679999999999730e+00
4.343709999999999738e+00,1.052369999999999983e+01,3.751349999999999962e+00,3.055969999999999853e+00,2.281109999999999971e+00,4.181840000000000224e+00,1.946679999999999966e+00,2.948609999999999953e+00,2.529850000000000154e+00,3.095639999999999947e+00
3.381920000000000037e+00,7.829609999999999737e+00,2.962530000000000108e+00,2.043079999999999785e+00,1.725889999999999924e+00,3.184270000000000156e+00,1.362849999999999895e+00,2.070650000000000102e+00,1.953840000000000021e+00,2.092839999999999812e+00
3.058959999999999901e+00,5.214889999999999581e+00,2.402330000000000076e+00,1.653860000000000108e+00,1.433159999999999989e+00,2.321000000000000174e+00,9.687350000000000128e-01,1.380970000000000031e+00,1.573299999999999921e+00,1.686010000000000009e+00
2.104560000000000208e+00,3.501799999999999802e+00,2.031260000000000066e+00,1.255880000000000107e+00,1.461240000000000094e+00,2.159120000000000150e+00,7.910390000000000477e-01,1.228900000000000103e+00,1.308000000000000052e+00,1.610049999999999981e+00
1.656099999999999905e+00,2.540259999999999962e+00,1.800280000000000102e+00,9.997519999999999740e-01,1.290920000000000067e+00,1.611839999999999939e+00,9.659619999999999873e-01,8.742180000000000506e-01,1.209680000000000089e+00,1.142179999999999973e+00
1.334440000000000071e+00,1.899180000000000090e+00,1.447210000000000107e+00,8.639679999999999582e-01,1.215090000000000003e+00,1.374360000000000026e+00,5.453409999999999647e-01,7.797680000000000167e-01,1.070330000000000004e+00,1.119459999999999900e+00
1.220490000000000075e+00,1.743270000000000097e+00,1.291840000000000099e+00,8.460969999999999880e-01,1.114579999999999904e+00,1.266799999999999926e+00,5.020820000000000283e-01,7.171939999999999982e-01,1.091020000000000101e+00,1.044329999999999981e+00
