hhs1,hhs2,hhs3,hhs4,hhs5,hhs6,hhs7,hhs8,hhs9,hhs10
2.827389999999999848e+00,4.527470000000000105e+00,3.535250000000000004e+00,5.330899999999999750e+00,4.750270000000000437e+00,1.042450000000000010e+01,7.251570000000000071e+00,2.426470000000000127e+00,6.938679999999999737e+00,4.347749999999999559e+00
2.941069999999999851e+00,4.937920000000000087e+00,3.433850000000000069e+00,5.355570000000000164e+00,4.414410000000000167e+00,1.100590000000000046e+01,7.627439999999999998e+00,2.550380000000000091e+00,6.530230000000000423e+00,4.786760000000000126e+00
2.863189999999999902e+00,5.893620000000000303e+00,3.707329999999999792e+00,6.640690000000000204e+00,4.712959999999999816e+00,1.150450000000000017e+01,6.726130000000000386e+00,2.618570000000000064e+00,4.756240000000000023e+00,4.150339999999999918e+00
3.727990000000000137e+00,6.831000000000000405e+00,4.756910000000000416e+00,8.353450000000000486e+00,5.066259999999999764e+00,1.171599999999999930e+01,8.342100000000000293e+00,2.767469999999999875e+00,4.164719999999999978e+00,3.867960000000000065e+00
4.265880000000000116e+00,8.446249999999999147e+00,5.970449999999999591e+00,9.231740000000000279e+00,5.295090000000000074e+00,1.271419999999999995e+01,8.866450000000000387e+00,2.824650000000000105e+00,4.037329999999999863e+00,3.990040000000000031e+00
5.192300000000000360e+00,9.846310000000000784e+00,7.060780000000000278e+00,9.255209999999999937e+00,5.659080000000000332e+00,1.250469999999999970e+01,8.806630000000000180e+00,3.249540000000000095e+00,4.292329999999999757e+00,3.686080000000000023e+00
5.787209999999999965e+00,1.035060000000000002e+01,7.511720000000000397e+00,9.007789999999999964e+00,5.807699999999999640e+00,1.137110000000000021e+01,8.744780000000000442e+00,3.181669999999999998e+00,3.988430000000000142e+00,2.951989999999999892e+00
5.261470000000000091e+00,1.017350000000000065e+01,7.349169999999999980e+00,6.988279999999999603e+00,4.678600000000000314e+00,9.566159999999999997e+00,7.796450000000000102e+00,3.026269999999999794e+00,3.890159999999999840e+00,2.700559999999999850e+00
4.388539999999999885e+00,7.364840000000000053e+00,5.539729999999999599e+00,4.765950000000000131e+00,3.799069999999999947e+00,7.263189999999999813e+00,5.618470000000000297e+00,2.939670000000000005e+00,3.680099999999999927e+00,2.773400000000000087e+00
3.413320000000000132e+00,4.958149999999999835e+00,3.787760000000000016e+00,3.087990000000000013e+00,2.972129999999999939e+00,5.350060000000000038e+00,4.016670000000000407e+00,2.163260000000000183e+00,3.652829999999999799e+00,2.388419999999999987e+00
2.552420000000000133e+00,4.647529999999999717e+00,2.895210000000000061e+00,2.712289999999999868e+00,2.632150000000000212e+00,4.273469999999999658e+00,3.592709999999999848e+00,1.892840000000000078e+00,3.431160000000000210e+00,1.958069999999999977e+00
2.426429999999999865e+00,3.683100000000000041e+00,2.666510000000000158e+00,2.408240000000000158e+00,2.301050000000000040e+00,3.353479999999999794e+00,2.499039999999999928e+00,1.608780000000000099e+00,3.243119999999999781e+00,2.473770000000000024e+00
2.084029999999999827e+00,3.207939999999999792e+00,2.529809999999999892e+00,2.041850000000000165e+00,2.223360000000000003e+00,2.834270000000000067e+00,2.734150000000000080e+00,1.273200000000000109e+00,2.969040000000000123e+00,2.214960000000000040e+00
2.190659999999999830e+00,3.213379999999999903e+00,2.479309999999999903e+00,2.053290000000000060e+00,2.167959999999999887e+00,2.953359999999999985e+00,1.979970000000000008e+00,1.085040000000000004e+00,2.745210000000000150e+00,1.876249999999999973e+00
2.031060000000000088e+00,2.904879999999999907e+00,1.990380000000000038e+00,1.770669999999999966e+00,1.760480000000000045e+00,2.491709999999999869e+00,1.735840000000000050e+00,1.126270000000000104e+00,2.407599999999999962e+00,1.680449999999999999e+00
1.899080000000000101e+00,2.564480000000000093e+00,1.732509999999999994e+00,1.491630000000000011e+00,1.682050000000000045e+00,2.131149999999999878e+00,1.292359999999999953e+00,8.422819999999999752e-01,1.976520000000000055e+00,1.156630000000000047e+00
1.770979999999999999e+00,2.281890000000000196e+00,1.494469999999999965e+00,1.292319999999999913e+00,1.449789999999999912e+00,2.120880000000000098e+00,8.750719999999999610e-01,6.816200000000000037e-01,1.960569999999999924e+00,1.067730000000000068e+00
1.494620000000000060e+00,2.184369999999999923e+00,1.337809999999999944e+00,1.209500000000000020e+00,1.367380000000000040e+00,2.034489999999999910e+00,9.591920000000000446e-01,7.863360000000000349e-01,2.006260000000000154e+00,7.504549999999999832e-01
1.344540000000000068e+00,2.976609999999999978e+00,1.251609999999999889e+00,1.190569999999999906e+00,1.147880000000000011e+00,1.986369999999999969e+00,4.850349999999999939e-01,6.436849999999999516e-01,1.973139999999999894e+00,7.521480000000000388e-01
9.931339999999999613e-01,1.994189999999999907e+00,8.862780000000000102e-01,9.988559999999999661e-01,1.032340000000000035e+00,1.924560000000000048e+00,5.258009999999999629e-01,4.966019999999999879e-01,1.840140000000000109e+00,7.053199999999999470e-01
9.585219999999999851e-01,1.951030000000000042e+00,8.665760000000000129e-01,9.572640000000000038e-01,9.413319999999999466e-01,1.548110000000000097e+00,6.142229999999999634e-01,5.449570000000000247e-01,1.657480000000000064e+00,6.119189999999999907e-01
