hhs1,hhs2,hhs3,hhs4,hhs5,hhs6,hhs7,hhs8,hhs9,hhs10
3.574809999999999821e+00,4.927270000000000039e+00,3.421450000000000102e+00,4.002369999999999983e+00,2.379169999999999785e+00,6.476519999999999833e+00,3.254109999999999836e+00,3.887630000000000141e+00,2.933469999999999800e+00,2.189750000000000085e+00
3.589259999999999895e+00,4.893909999999999982e+00,3.610219999999999985e+00,4.821990000000000443e+00,2.495839999999999836e+00,8.174569999999999226e+00,4.032939999999999969e+00,4.577749999999999986e+00,3.300019999999999953e+00,2.548859999999999904e+00
3.896119999999999806e+00,5.076579999999999870e+00,4.223770000000000024e+00,5.949209999999999887e+00,2.300780000000000047e+00,9.803559999999999164e+00,4.032020000000000159e+00,4.967489999999999739e+00,3.309470000000000134e+00,3.032550000000000079e+00
3.711599999999999788e+00,5.241990000000000371e+00,4.464229999999999698e+00,5.735820000000000363e+00,2.484249999999999847e+00,1.008469999999999978e+01,4.414640000000000342e+00,5.563489999999999824e+00,3.674990000000000201e+00,3.497160000000000046e+00
3.602009999999999934e+00,4.899840000000000195e+00,4.639980000000000437e+00,5.090360000000000440e+00,2.912739999999999885e+00,9.407209999999999184e+00,5.263889999999999958e+00,5.866310000000000358e+00,3.550260000000000193e+00,3.154170000000000140e+00
3.192019999999999857e+00,4.236509999999999998e+00,4.396729999999999805e+00,4.073129999999999917e+00,3.035610000000000142e+00,9.181879999999999598e+00,4.857960000000000278e+00,5.583350000000000257e+00,3.675409999999999844e+00,3.004560000000000120e+00
3.065310000000000201e+00,3.998850000000000016e+00,4.247650000000000148e+00,3.711920000000000108e+00,3.302869999999999973e+00,8.245879999999999654e+00,5.112230000000000274e+00,5.691720000000000113e+00,3.566679999999999851e+00,3.528030000000000221e+00
2.754900000000000126e+00,3.995439999999999880e+00,4.333470000000000155e+00,3.362029999999999852e+00,3.566359999999999975e+00,7.288450000000000095e+00,5.705210000000000115e+00,4.999130000000000074e+00,3.394219999999999793e+00,4.317160000000000331e+00
2.746560000000000112e+00,3.824460000000000193e+00,3.576709999999999834e+00,2.975919999999999899e+00,3.194640000000000146e+00,5.498050000000000104e+00,4.822919999999999874e+00,3.894350000000000200e+00,3.460970000000000102e+00,3.753569999999999851e+00
2.805349999999999788e+00,3.587380000000000013e+00,3.129539999999999988e+00,2.444179999999999797e+00,2.551390000000000047e+00,4.542060000000000208e+00,3.760149999999999881e+00,3.110829999999999984e+00,2.990110000000000046e+00,2.418050000000000033e+00
2.512599999999999945e+00,3.313450000000000006e+00,2.469669999999999810e+00,2.276510000000000034e+00,2.076039999999999885e+00,4.013239999999999696e+00,2.239790000000000170e+00,2.982520000000000060e+00,2.958060000000000134e+00,1.618430000000000035e+00
2.328539999999999832e+00,3.094780000000000086e+00,1.967370000000000063e+00,1.867450000000000054e+00,1.751390000000000002e+00,3.479190000000000005e+00,1.858179999999999943e+00,2.350140000000000118e+00,2.510639999999999983e+00,1.040569999999999995e+00
2.073539999999999939e+00,2.851280000000000037e+00,1.518429999999999946e+00,1.609369999999999967e+00,1.584270000000000067e+00,3.051099999999999923e+00,1.141310000000000047e+00,2.349540000000000184e+00,2.306130000000000013e+00,9.930679999999999508e-01
1.530440000000000023e+00,2.385670000000000179e+00,1.243600000000000039e+00,1.458550000000000013e+00,1.277919999999999945e+00,2.473030000000000062e+00,9.926989999999999981e-01,2.060939999999999994e+00,2.120929999999999982e+00,8.795250000000000012e-01
1.309099999999999930e+00,2.216479999999999784e+00,1.084019999999999984e+00,1.352389999999999981e+00,1.229170000000000096e+00,2.292330000000000201e+00,8.908949999999999925e-01,2.165719999999999867e+00,1.779130000000000100e+00,8.927640000000000020e-01
1.182670000000000110e+00,2.227310000000000123e+00,1.026759999999999895e+00,1.264189999999999925e+00,1.086740000000000039e+00,2.212979999999999947e+00,7.554680000000000284e-01,1.992280000000000051e+00,1.828419999999999934e+00,8.076940000000000230e-01
1.192209999999999992e+00,2.390019999999999811e+00,9.326130000000000253e-01,1.268019999999999925e+00,1.134740000000000082e+00,2.249839999999999840e+00,7.185540000000000260e-01,1.983670000000000044e+00,1.758229999999999960e+00,6.526290000000000147e-01
