hhs1,hhs2,hhs3,hhs4,hhs5,hhs6,hhs7,hhs8,hhs9,hhs10
1.005260000000000042e+00,1.179789999999999894e+00,2.142889999999999961e+00,2.294210000000000083e+00,1.544440000000000035e+00,2.293860000000000010e+00,1.893729999999999913e+00,1.106910000000000061e+00,3.688159999999999883e+00,1.250389999999999890e+00
9.106570000000000498e-01,1.308249999999999913e+00,1.696620000000000017e+00,1.640290000000000026e+00,1.246439999999999992e+00,2.137770000000000170e+00,1.479530000000000012e+00,1.054370000000000029e+00,2.996360000000000134e+00,1.092049999999999965e+00
8.004139999999999588e-01,1.047919999999999963e+00,1.513819999999999943e+00,1.498469999999999969e+00,1.155410000000000048e+00,2.077729999999999855e+00,1.498960000000000070e+00,1.096940000000000026e+00,2.505729999999999791e+00,7.364100000000000090e-01
8.384380000000000166e-01,1.142579999999999929e+00,1.568929999999999936e+00,1.715680000000000094e+00,1.179789999999999894e+00,2.188540000000000152e+00,1.601029999999999953e+00,1.133809999999999985e+00,2.368020000000000014e+00,1.148290000000000033e+00
8.197389999999999954e-01,1.048179999999999890e+00,1.474059999999999926e+00,1.746809999999999974e+00,1.269900000000000029e+00,2.353209999999999802e+00,1.756289999999999907e+00,1.288280000000000092e+00,3.012770000000000170e+00,1.062699999999999978e+00
7.713119999999999976e-01,1.091210000000000013e+00,1.533930000000000016e+00,1.816950000000000065e+00,1.455740000000000034e+00,2.451970000000000205e+00,2.590910000000000046e+00,1.499219999999999997e+00,3.340770000000000017e+00,1.231109999999999927e+00
8.462659999999999627e-01,1.047819999999999974e+00,1.602629999999999999e+00,1.915180000000000105e+00,1.396719999999999962e+00,2.687749999999999861e+00,2.818449999999999900e+00,1.556699999999999973e+00,2.934379999999999988e+00,1.189429999999999987e+00
9.021320000000000450e-01,1.092349999999999932e+00,1.692730000000000068e+00,2.047340000000000160e+00,1.554729999999999945e+00,3.039239999999999942e+00,3.146599999999999842e+00,1.638540000000000108e+00,3.171320000000000139e+00,1.521150000000000002e+00
9.493439999999999657e-01,1.310950000000000060e+00,1.522149999999999892e+00,1.986339999999999995e+00,1.773230000000000084e+00,3.336320000000000174e+00,3.035590000000000011e+00,1.850780000000000092e+00,3.659569999999999990e+00,1.403229999999999977e+00
8.033679999999999710e-01,1.212259999999999893e+00,1.711500000000000021e+00,2.057879999999999932e+00,1.811719999999999997e+00,3.499909999999999854e+00,3.443099999999999827e+00,1.698120000000000074e+00,3.141230000000000189e+00,1.485270000000000090e+00
7.742839999999999723e-01,1.288759999999999906e+00,1.581620000000000026e+00,2.255090000000000039e+00,2.047530000000000072e+00,3.359280000000000044e+00,3.126689999999999969e+00,1.790650000000000075e+00,2.497560000000000002e+00,1.578719999999999901e+00
8.586350000000000371e-01,1.305369999999999919e+00,1.866209999999999924e+00,2.168340000000000156e+00,2.395830000000000126e+00,4.106559999999999988e+00,2.648340000000000138e+00,2.201769999999999783e+00,2.819319999999999826e+00,1.872479999999999922e+00
8.310969999999999747e-01,1.176169999999999938e+00,1.438560000000000061e+00,1.879429999999999934e+00,1.880079999999999973e+00,2.938489999999999824e+00,1.693869999999999987e+00,1.590289999999999981e+00,2.621729999999999894e+00,2.189319999999999933e+00
6.219329999999999581e-01,1.071649999999999991e+00,1.394290000000000029e+00,1.653270000000000017e+00,1.346510000000000096e+00,2.565599999999999881e+00,1.209000000000000075e+00,1.460890000000000022e+00,3.432650000000000201e+00,1.768869999999999942e+00
7.514999999999999458e-01,1.272759999999999891e+00,1.285109999999999975e+00,1.562449999999999894e+00,1.443580000000000085e+00,2.364809999999999857e+00,8.861489999999999645e-01,1.207869999999999999e+00,2.708979999999999944e+00,1.587220000000000075e+00
8.571870000000000323e-01,1.146150000000000002e+00,1.181910000000000016e+00,1.437130000000000019e+00,1.150460000000000038e+00,1.939990000000000103e+00,7.903339999999999810e-01,1.116950000000000109e+00,2.582800000000000207e+00,1.945100000000000051e+00
7.785640000000000338e-01,1.083679999999999977e+00,1.093480000000000008e+00,1.390230000000000077e+00,1.035099999999999909e+00,2.016360000000000152e+00,7.519130000000000535e-01,9.454169999999999519e-01,1.984709999999999974e+00,1.581870000000000109e+00
5.716799999999999660e-01,9.486480000000000468e-01,1.062140000000000084e+00,1.311900000000000066e+00,9.358149999999999524e-01,1.935040000000000093e+00,6.920669999999999877e-01,9.375860000000000305e-01,1.938679999999999959e+00,1.422150000000000025e+00
5.187030000000000252e-01,9.957390000000000407e-01,1.294929999999999914e+00,1.457200000000000051e+00,1.046429999999999971e+00,1.885520000000000085e+00,8.370670000000000055e-01,9.083430000000000115e-01,2.120649999999999924e+00,1.449070000000000080e+00
6.086040000000000338e-01,8.718289999999999651e-01,1.455600000000000005e+00,1.358719999999999928e+00,9.595350000000000268e-01,1.907340000000000035e+00,6.643379999999999841e-01,7.711569999999999814e-01,1.983640000000000070e+00,1.126449999999999951e+00
4.994939999999999936e-01,8.562220000000000386e-01,9.903239999999999821e-01,1.441990000000000105e+00,8.153029999999999999e-01,1.885769999999999946e+00,5.171890000000000098e-01,8.028699999999999726e-01,1.856519999999999948e+00,9.403679999999999817e-01
