hhs1,hhs2,hhs3,hhs4,hhs5,hhs6,hhs7,hhs8,hhs9,hhs10
1.205240000000000089e+00,3.650770000000000071e+00,3.281750000000000167e+00,4.234230000000000160e+00,2.440830000000000055e+00,5.747860000000000191e+00,1.958369999999999944e+00,1.449670000000000014e+00,3.763679999999999914e+00,1.475419999999999954e+00
1.408719999999999972e+00,3.934979999999999922e+00,4.049170000000000158e+00,5.022160000000000402e+00,3.337089999999999890e+00,6.900890000000000413e+00,3.278810000000000002e+00,1.538689999999999891e+00,4.229059999999999597e+00,2.077620000000000022e+00
1.874859999999999971e+00,4.056829999999999714e+00,4.416030000000000122e+00,5.507069999999999688e+00,3.780440000000000023e+00,7.605139999999999567e+00,4.317940000000000111e+00,2.211500000000000021e+00,4.042189999999999728e+00,2.639050000000000118e+00
1.992939999999999934e+00,4.090760000000000396e+00,4.055559999999999832e+00,5.224510000000000431e+00,3.329400000000000137e+00,7.774939999999999962e+00,3.684180000000000010e+00,2.518800000000000150e+00,4.524049999999999905e+00,2.470839999999999925e+00
2.311539999999999928e+00,4.250420000000000087e+00,3.965450000000000141e+00,4.805629999999999846e+00,3.318569999999999798e+00,7.948739999999999917e+00,4.526720000000000077e+00,2.654609999999999914e+00,4.694700000000000095e+00,3.910670000000000091e+00
2.322480000000000100e+00,4.319139999999999979e+00,3.567460000000000075e+00,3.868619999999999948e+00,3.138720000000000176e+00,6.252849999999999575e+00,4.670320000000000249e+00,2.511810000000000098e+00,4.721619999999999706e+00,3.457300000000000040e+00
1.752469999999999972e+00,3.448209999999999997e+00,2.958699999999999886e+00,2.801400000000000112e+00,2.857530000000000125e+00,4.740450000000000053e+00,3.734080000000000066e+00,2.242919999999999803e+00,4.539290000000000269e+00,3.337060000000000137e+00
1.658269999999999911e+00,3.188619999999999788e+00,2.584620000000000140e+00,2.499449999999999950e+00,2.516360000000000152e+00,3.574180000000000135e+00,3.467950000000000088e+00,2.136229999999999851e+00,4.212720000000000020e+00,3.205680000000000085e+00
1.365040000000000031e+00,3.177569999999999784e+00,2.039079999999999782e+00,1.979959999999999942e+00,2.402019999999999822e+00,3.014609999999999790e+00,2.281070000000000153e+00,1.697000000000000064e+00,3.925030000000000019e+00,3.074549999999999894e+00
1.022939999999999960e+00,2.494540000000000202e+00,1.674600000000000088e+00,1.605730000000000102e+00,1.615329999999999933e+00,2.893359999999999932e+00,1.746960000000000068e+00,1.397080000000000100e+00,2.997160000000000046e+00,2.794470000000000010e+00
1.119480000000000031e+00,2.746729999999999894e+00,1.542380000000000084e+00,1.489319999999999977e+00,1.526750000000000052e+00,2.001580000000000137e+00,1.391760000000000108e+00,1.105080000000000062e+00,2.846960000000000157e+00,1.658779999999999921e+00
9.343129999999999491e-01,2.464780000000000193e+00,1.503030000000000088e+00,1.294910000000000005e+00,1.266899999999999915e+00,1.834920000000000107e+00,1.218020000000000103e+00,8.245700000000000252e-01,2.397769999999999957e+00,1.189230000000000009e+00
8.345059999999999700e-01,2.229080000000000172e+00,1.425740000000000007e+00,1.157969999999999944e+00,9.020129999999999537e-01,1.460360000000000102e+00,1.045179999999999998e+00,7.917300000000000448e-01,2.293870000000000076e+00,1.229090000000000016e+00
7.797530000000000294e-01,2.197540000000000049e+00,1.193429999999999991e+00,1.093269999999999964e+00,8.536150000000000126e-01,1.479109999999999925e+00,7.903590000000000337e-01,6.371299999999999741e-01,2.139769999999999950e+00,1.306040000000000090e+00
6.758210000000000051e-01,1.746240000000000014e+00,9.436780000000000168e-01,1.088270000000000071e+00,7.749650000000000150e-01,1.328319999999999945e+00,6.454029999999999490e-01,5.867259999999999698e-01,2.075159999999999894e+00,9.007230000000000514e-01
5.922220000000000262e-01,1.615399999999999947e+00,9.751900000000000013e-01,1.028820000000000068e+00,7.519879999999999898e-01,1.410190000000000055e+00,4.735989999999999922e-01,5.085520000000000040e-01,1.933869999999999978e+00,8.911919999999999842e-01
5.153929999999999900e-01,1.719079999999999941e+00,9.318670000000000009e-01,9.185400000000000231e-01,7.645189999999999486e-01,1.444530000000000092e+00,5.586470000000000047e-01,4.538150000000000239e-01,1.865979999999999972e+00,7.792289999999999495e-01
4.983890000000000264e-01,1.444099999999999939e+00,9.663730000000000375e-01,9.262070000000000025e-01,7.674029999999999463e-01,1.213219999999999965e+00,5.376549999999999940e-01,4.677290000000000059e-01,1.821169999999999956e+00,8.243549999999999489e-01
